FOODCODE	DESCRIPTION_f
53226550	Cookie_marshmallow_with_rice_cereal_and_chocolate_chips
53226600	Cookie_marshmallow_and_peanut_butter_with_oat_cereal_no_bake
53228000	Cookie_meringue
53230000	Cookie_molasses
53231000	Cookie_Lebkuchen
53231400	Cookie_multigrain_high_fiber
53233000	Cookie_oatmeal
53233010	Cookie_oatmeal_with_raisins
53233040	Cookie_oatmeal_reduced_fat_NS_as_to_raisins
53233050	Cookie_oatmeal_sandwich_with_creme_filling
53233060	Cookie_oatmeal_with_chocolate_chips
53233080	Cookie_oatmeal_sandwich_with_peanut_butter_and_jelly_filling
53233100	Cookie_oatmeal_with_chocolate_and_peanut_butter_no_bake
53234000	Cookie_peanut_butter
53234100	Cookie_peanut_butter_with_chocolate
53234250	Cookie_peanut_butter_with_rice_cereal_no_bake
53235000	Cookie_peanut_butter_sandwich
53235500	Cookie_with_peanut_butter_filling_chocolate-coated
53235600	Cookie_Pfeffernusse
53236000	Cookie_Pizzelle
53236100	Cookie_pumpkin
53237000	Cookie_raisin
53237010	Cookie_raisin_sandwich_cream-filled
53237500	Cookie_rum_ball_no_bake
53238000	Cookie_sandwich-type_not_chocolate_or_vanilla
53239000	Cookie_shortbread
53239010	Cookie_shortbread_reduced_fat
53239050	Cookie_shortbread_with_icing_or_filling
53239100	Pocky
53240000	Cookie_animal
53240010	Cookie_animal_with_frosting_or_icing
53241500	Cookie_butter_or_sugar
53241510	Marie_biscuit
53241600	Cookie_butter_or_sugar_with_fruit_and_or_nuts
53242000	Cookie_sugar_wafer
53242500	Cookie_toffee_bar
53243000	Cookie_vanilla_sandwich
53243010	Cookie_vanilla_sandwich_extra_filling
53243050	Cookie_vanilla_sandwich_reduced_fat
53244010	Cookie_butter_or_sugar_with_chocolate_icing_or_filling
53244020	Cookie_butter_or_sugar_with_icing_or_filling_other_than_chocolate
53246000	Cookie_tea_Japanese
53247000	Cookie_vanilla_wafer
53247050	Cookie_vanilla_wafer_reduced_fat
53247500	Cookie_vanilla_with_caramel_coconut_and_chocolate_coating
53251100	Cookie_rugelach
53260030	Cookie_chocolate_chip_sugar_free
53260200	Cookie_oatmeal_sugar_free
53260300	Cookie_sandwich_sugar_free
53260400	Cookie_sugar_or_plain_sugar_free
53260500	Cookie_sugar_wafer_sugar_free
53260600	Cookie_peanut_butter_sugar_free
53261000	Cookie_gluten_free
53270100	Cookies_Puerto_Rican_style
53300100	Pie_NFS
53300170	Pie_individual_size_or_tart_NFS
53300180	Pie_fried_NFS
53301000	Pie_apple_two_crust
53301070	Pie_apple_individual_size_or_tart
53301080	Pie_apple_fried_pie
53301500	Pie_apple_one_crust
53301750	Pie_apple_diet
53302000	Pie_apricot_two_crust
53302070	Pie_apricot_individual_size_or_tart
53302080	Pie_apricot_fried_pie
53303000	Pie_blackberry_two_crust
53303070	Pie_blackberry_individual_size_or_tart
53303500	Pie_berry_not_blackberry_blueberry_boysenberry_huckleberry_raspberry_or_strawberry_two_crust
53303510	Pie_berry_not_blackberry_blueberry_boysenberry_huckleberry_raspberry_or_strawberry_one_crust
53303570	Pie_berry_not_blackberry_blueberry_boysenberry_huckleberry_raspberry_or_strawberry_individual_size_or_tart
53304000	Pie_blueberry_two_crust
53304050	Pie_blueberry_one_crust
53304070	Pie_blueberry_individual_size_or_tart
53305000	Pie_cherry_two_crust
53305010	Pie_cherry_one_crust
53305070	Pie_cherry_individual_size_or_tart
53305080	Pie_cherry_fried_pie
53305700	Pie_lemon_not_cream_or_meringue
53305720	Pie_lemon_not_cream_or_meringue_individual_size_or_tart
53305750	Pie_lemon_fried_pie
53306000	Pie_mince_two_crust
53306070	Pie_mince_individual_size_or_tart
53307000	Pie_peach_two_crust
53307050	Pie_peach_one_crust
53307070	Pie_peach_individual_size_or_tart
53307080	Pie_peach_fried_pie
53307500	Pie_pear_two_crust
53307570	Pie_pear_individual_size_or_tart
53308000	Pie_pineapple_two_crust
53308070	Pie_pineapple_individual_size_or_tart
53308300	Pie_plum_two_crust
53308500	Pie_prune_one_crust
53309000	Pie_raisin_two_crust
53309070	Pie_raisin_individual_size_or_tart
53310000	Pie_raspberry_one_crust
53310050	Pie_raspberry_two_crust
53311000	Pie_rhubarb_two_crust
53311050	Pie_rhubarb_one_crust
53311070	Pie_rhubarb_individual_size_or_tart
53312000	Pie_strawberry_one_crust
53313000	Pie_strawberry-rhubarb_two_crust
53314000	Pie_strawberry_individual_size_or_tart
53340000	Pie_apple-sour_cream
53340500	Pie_cherry_made_with_cream_cheese_and_sour_cream
53341000	Pie_banana_cream
53341070	Pie_banana_cream_individual_size_or_tart
53341500	Pie_buttermilk
53341750	Pie_chess
53342000	Pie_chocolate_cream
53342070	Pie_chocolate_cream_individual_size_or_tart
53343000	Pie_coconut_cream
53343070	Pie_coconut_cream_individual_size_or_tart
53344000	Pie_custard
53344070	Pie_custard_individual_size_or_tart
53344200	Mixed_fruit_tart_filled_with_custard_or_cream_cheese
53344300	Dessert_pizza
53345000	Pie_lemon_cream
53345070	Pie_lemon_cream_individual_size_or_tart
53346000	Pie_peanut_butter_cream
53346500	Pie_pineapple_cream
53347000	Pie_pumpkin
53347070	Pie_pumpkin_individual_size_or_tart
53347100	Pie_raspberry_cream
53347500	Pie_sour_cream_raisin
53347600	Pie_squash
53348000	Pie_strawberry_cream
53348070	Pie_strawberry_cream_individual_size_or_tart
53360000	Pie_sweet_potato
53365000	Pie_vanilla_cream
53366000	Pie_yogurt_frozen
53370000	Pie_chiffon_not_chocolate
53371000	Pie_chiffon_chocolate
53373000	Pie_black_bottom
53381000	Pie_lemon_meringue
53381070	Pie_lemon_meringue_individual_size_or_tart
53382000	Pie_chocolate-marshmallow
53385000	Pie_pecan
53385070	Pie_pecan_individual_size_or_tart
53385500	Pie_oatmeal
53386000	Pie_pudding_flavors_other_than_chocolate
53386050	Pie_pudding_flavors_other_than_chocolate_individual_size_or_tart
53386250	Pie_pudding_chocolate_with_chocolate_coating_individual_size
53386500	Pie_pudding_flavors_other_than_chocolate_with_chocolate_coating_individual_size
53387000	Pie_Toll_house_chocolate_chip
53390000	Pie_shoo-fly
53390100	Pie_tofu_with_fruit
53391000	Pie_shell
53391100	Pie_shell_graham_cracker
53391150	Pie_shell_chocolate_wafer
53391200	Vanilla_wafer_dessert_base
53400200	Blintz_cheese-filled
53400300	Blintz_fruit-filled
53410100	Cobbler_apple
53410200	Cobbler_apricot
53410300	Cobbler_berry
53410500	Cobbler_cherry
53410800	Cobbler_peach
53410850	Cobbler_pear
53410860	Cobbler_pineapple
53410880	Cobbler_plum
53410900	Cobbler_rhubarb
53415100	Crisp_apple_apple_dessert
53415120	Fritter_apple
53415200	Fritter_banana
53415220	Fritter_berry
53415300	Crisp_blueberry
53415400	Crisp_cherry
53415500	Crisp_peach
53415600	Crisp_rhubarb
53420000	Cream_puff_eclair_custard_or_cream_filled_NS_as_to_icing
53420100	Cream_puff_eclair_custard_or_cream_filled_not_iced
53420200	Cream_puff_eclair_custard_or_cream_filled_iced
53420210	Cream_puff_eclair_custard_or_cream_filled_iced_reduced_fat
53420250	Cream_puff_no_filling_or_icing
53420300	Air_filled_fritter_or_fried_puff_without_syrup_Puerto_Rican_style
53420310	Wheat_flour_fritter_without_syrup
53420400	Sopaipilla_without_syrup_or_honey
53420410	Sopaipilla_with_syrup_or_honey
53430000	Crepe_NS_as_to_filling
53430100	Crepe_chocolate_filled
53430200	Crepe_fruit_filled
53430700	Tamale_sweet
53430750	Tamale_sweet_with_fruit
53440000	Strudel_apple
53440300	Strudel_berry
53440500	Strudel_cherry
53440600	Strudel_cheese
53440700	Strudel_peach
53440750	Strudel_pineapple
53440800	Strudel_cheese_and_fruit
53441110	Baklava
53441210	Basbousa
53450000	Turnover_or_dumpling_apple
53450300	Turnover_or_dumpling_berry
53450500	Turnover_or_dumpling_cherry
53450800	Turnover_or_dumpling_lemon
53451000	Turnover_or_dumpling_peach
53451500	Turnover_guava
53451750	Turnover_pumpkin
53452100	Pastry_fruit-filled
53452120	Pastry_made_with_bean_or_lotus_seed_paste_filling_baked
53452130	Pastry_made_with_bean_paste_and_salted_egg_yolk_filling_baked
53452150	Pastry_Chinese_made_with_rice_flour
53452170	Pastry_cookie_type_fried
53452200	Pastry_Italian_with_cheese
53452400	Pastry_puff
53452420	Pastry_puff_custard_or_cream_filled_iced_or_not_iced
53452450	Cheese_pastry_puffs
53452500	Pastry_mainly_flour_and_water_fried
53453150	Empanada_Mexican_turnover_fruit-filled
53453170	Empanada_Mexican_turnover_pumpkin
53500100	Breakfast_pastry_NFS
53510000	Danish_pastry_plain_or_spice
53510100	Danish_pastry_with_fruit
53511000	Danish_pastry_with_cheese
53520000	Doughnut_NS_as_to_cake_or_yeast
53520110	Doughnut_cake_type
53520120	Doughnut_chocolate_cake_type
53520140	Doughnut_cake_type_chocolate_covered
53520150	Doughnut_cake_type_chocolate_covered_dipped_in_peanuts
53520160	Doughnut_chocolate_cake_type_with_chocolate_icing
53520200	Churros
53520500	Doughnut_Asian
53520600	Cruller_NFS
53520700	French_cruller
53521100	Doughnut_chocolate_raised_or_yeast_with_chocolate_icing
53521110	Doughnut_raised_or_yeast
53521120	Doughnut_chocolate_raised_or_yeast
53521130	Doughnut_raised_or_yeast_chocolate_covered
53521140	Doughnut_jelly
53521210	Doughnut_custard-filled
53521220	Doughnut_chocolate_cream-filled
53521230	Doughnut_custard-filled_with_icing
53530000	Breakfast_tart
53530010	Breakfast_tart_lowfat
53610100	Coffee_cake_crumb_or_quick-bread_type
53610170	Coffee_cake_crumb_or_quick-bread_type_with_fruit
53610200	Coffee_cake_crumb_or_quick-bread_type_cheese-filled
53710400	Cereal_or_granola_bar_(General_Mills_Fiber_One_Chewy_Bar)
53710500	Cereal_or_granola_bar_(Kellogg_s_Nutri-Grain_Cereal_Bar)
53710502	Cereal_or_granola_bar_(Kellogg_s_Nutri-Grain_Yogurt_Bar)
53710504	Cereal_or_granola_bar_(Kellogg_s_Nutri-Grain_Fruit_and_Nut_Bar)
53710600	Milk_n_Cereal_bar
53710700	Cereal_or_granola_bar_(Kellogg_s_Special_K_bar)
53710800	Cereal_or_granola_bar_(Kashi_Chewy)
53710802	Cereal_or_granola_bar_(Kashi_Crunchy)
53710900	Cereal_or_granola_bar_(General_Mills_Nature_Valley_Chewy_Trail_Mix)
53710902	Cereal_or_granola_bar_with_yogurt_coating_(General_Mills_Nature_Valley_Chewy_Granola_Bar)
53710904	Cereal_or_granola_bar_(General_Mills_Nature_Valley_Sweet_and_Salty_Granola_Bar)
53710906	Cereal_or_granola_bar_(General_Mills_Nature_Valley_Crunchy_Granola_Bar)
53711000	Cereal_or_granola_bar_(Quaker_Chewy_Granola_Bar)
53711002	Cereal_or_granola_bar_(Quaker_Chewy_90_Calorie_Granola_Bar)
53711004	Cereal_or_granola_bar_(Quaker_Chewy_25_Less_Sugar_Granola_Bar)
53711006	Cereal_or_granola_bar_(Quaker_Chewy_Dipps_Granola_Bar)
53711100	Cereal_or_granola_bar_(Quaker_Granola_Bites)
53712000	Snack_bar_oatmeal
53712100	Cereal_or_Granola_bar_NFS
53712200	Cereal_or_granola_bar_lowfat_NFS
53712210	Cereal_or_granola_bar_nonfat
53713000	Cereal_or_granola_bar_reduced_sugar_NFS
53713100	Cereal_or_granola_bar_peanuts_oats_sugar_wheat_germ
53714200	Cereal_or_granola_bar_chocolate_coated_NFS
53714210	Cereal_or_granola_bar_with_coconut_chocolate_coated
53714220	Cereal_or_granola_bar_with_nuts_chocolate_coated
53714230	Cereal_or_granola_bar_oats_nuts_coated_with_non-chocolate_coating
53714250	Cereal_or_granola_bar_coated_with_non-chocolate_coating
53714300	Cereal_or_granola_bar_high_fiber_coated_with_non-chocolate_yogurt_coating
53714400	Cereal_or_granola_bar_with_rice_cereal
53714500	Breakfast_bar_NFS
53714510	Breakfast_bar_date_with_yogurt_coating
53714520	Breakfast_bar_cereal_crust_with_fruit_filling_lowfat
53720100	Nutrition_bar_(Balance_Original_Bar)
53720200	Nutrition_bar_(Clif_Bar)
53720210	Nutrition_bar_(Clif_Kids_Organic_Zbar)
53720300	Nutrition_bar_(PowerBar)
53720400	Nutrition_bar_(Slim_Fast_Original_Meal_Bar)
53720500	Nutrition_bar_(Snickers_Marathon_Protein_Bar)
53720600	Nutrition_bar_(South_Beach_Living_Meal_Bar)
53720610	Nutrition_bar_(South_Beach_Living_High_Protein_Bar)
53720700	Nutrition_bar_(Tiger_s_Milk)
53720800	Nutrition_bar_(Zone_Perfect_Classic_Crunch)
53729000	Nutrition_bar_or_meal_replacement_bar_NFS
53801000	Cereal_bar_with_fruit_filling_baby_food
53803050	Cookie_fruit_baby_food
53803100	Cookie_baby_food
53803250	Cookie_teething_baby
53803300	Cookie_rice_baby
54001000	Crackers_NFS
54102010	Graham_crackers
54102015	Graham_crackers_(Teddy_Grahams)
54102020	Graham_crackers_chocolate_covered
54102050	Crackers_oatmeal
54102060	Crackers_Cuban
54102100	Graham_crackers_reduced_fat
54102200	Graham_crackers_sandwich_with_filling
54103000	Crackers_breakfast_biscuit
54200100	Crackers_butter_reduced_sodium
54201010	Crackers_matzo_reduced_sodium
54202020	Crackers_saltine_reduced_sodium
54204020	Crackers_wheat_reduced_sodium
54204030	Crackers_woven_wheat_reduced_sodium
54301010	Crackers_butter_plain
54301020	Crackers_butter_flavored
54301030	Crackers_butter_(Ritz)
54301100	Crackers_butter_reduced_fat
54304000	Crackers_cheese
54304005	Crackers_cheese_(Cheez-It)
54304020	Crackers_cheese_(Goldfish)
54304100	Crackers_cheese_reduced_fat
54304150	Crackers_cheese_whole_grain
54305010	Crackers_crispbread
54305020	Crackers_flatbread
54307000	Crackers_matzo
54308000	Crackers_milk
54313000	Crackers_oyster
54318000	Chips_rice
54318500	Rice_cake
54319000	Crackers_rice
54319005	Crackers_rice_and_nuts
54319020	Popcorn_cake
54319500	Rice_paper
54325000	Crackers_saltine
54325010	Crackers_saltine_reduced_fat
54325060	Crackers_saltine_multigrain
54326000	Crackers_multigrain
54328000	Crackers_sandwich
54328100	Crackers_sandwich_peanut_butter_filled
54328105	Crackers_sandwich_peanut_butter_filled_(Ritz)
54328110	Crackers_sandwich_reduced_fat_peanut_butter_filled
54328120	Crackers_whole_grain_sandwich_peanut_butter_filled
54328200	Crackers_sandwich_cheese_filled
54328210	Crackers_sandwich_cheese_filled_(Ritz)
54336000	Crackers_water
54336100	Crackers_wonton
54337010	Crackers_woven_wheat
54337020	Crackers_woven_wheat_plain_(Triscuit)
54337030	Crackers_woven_wheat_flavored_(Triscuit)
54337060	Crackers_woven_wheat_reduced_fat
54338000	Crackers_wheat
54338010	Crackers_wheat_plain_(Wheat_Thins)
54338020	Crackers_wheat_flavored_(Wheat_Thins)
54338100	Crackers_wheat_reduced_fat
54339000	Crackers_corn
54340100	Crackers_gluten_free_plain
54340110	Crackers_gluten_free_flavored
54350000	Crackers_baby_food
54350010	Gerber_Finger_Foods_Puffs_baby_food
54350020	Finger_Foods_Puffs_baby_food
54360000	Crunchy_snacks_corn_based_baby_food
54401011	Corn_nuts
54401021	Corn_chips_plain
54401026	Corn_chips_flavored
54401031	Corn_chips_plain_(Fritos)
54401035	Corn_chips_flavored_(Fritos)
54401055	Cheese_flavored_corn_snacks
54401065	Cheese_flavored_corn_snacks_reduced_fat
54401075	Tortilla_chips_plain
54401081	Cheese_flavored_corn_snacks_(Cheetos)
54401085	Tortilla_chips_flavored
54401090	Corn_chips_reduced_sodium
54401095	Tortilla_chips_popped
54401110	Tortilla_chips_nacho_cheese_flavor_(Doritos)
54401111	Tortilla_chips_cool_ranch_flavor_(Doritos)
54401112	Tortilla_chips_other_flavors_(Doritos)
54401121	Tortilla_chips_reduced_fat_plain
54401122	Tortilla_chips_reduced_fat_flavored
54401170	Tortilla_chips_low_fat_unsalted
54402080	Tortilla_chips_reduced_sodium
54402200	Snack_mix
54402610	Potato_chips_restructured_multigrain
54402700	Pita_chips
54403001	Popcorn_NFS
54403005	Popcorn_movie_theater_with_added_butter
54403006	Popcorn_movie_theater_unbuttered
54403010	Popcorn_air-popped_unbuttered
54403040	Popcorn_air-popped_with_added_butter_or_margarine
54403045	Popcorn_popped_in_oil_unbuttered
54403046	Popcorn_popped_in_oil_with_added_butter_or_margarine
54403051	Popcorn_microwave_NFS
54403052	Popcorn_microwave_plain
54403053	Popcorn_microwave_plain_light
54403054	Popcorn_microwave_low_sodium
54403055	Popcorn_microwave_unsalted
54403056	Popcorn_microwave_butter_flavored
54403057	Popcorn_microwave_butter_flavored_light
54403058	Popcorn_microwave_cheese_flavored
54403059	Popcorn_microwave_kettle_corn
54403061	Popcorn_microwave_kettle_corn_light
54403062	Popcorn_microwave_other_flavored
54403080	Popcorn_ready-to-eat_packaged_NFS
54403081	Popcorn_ready-to-eat_packaged_plain
54403082	Popcorn_ready-to-eat_packaged_plain_light
54403083	Popcorn_ready-to-eat_packaged_low_sodium
54403084	Popcorn_ready-to-eat_packaged_unsalted
54403085	Popcorn_ready-to-eat_packaged_butter_flavored
54403086	Popcorn_ready-to-eat_packaged_butter_flavored_light
54403087	Popcorn_ready-to-eat_packaged_cheese_flavored
54403088	Popcorn_ready-to-eat_packaged_cheese_flavored_light
54403089	Popcorn_ready-to-eat-packaged_kettle_corn
54403091	Popcorn_ready-to-eat_packaged_kettle_corn_light
54403092	Popcorn_ready-to-eat_packaged_other_flavored
54403110	Popcorn_caramel_coated
54403120	Popcorn_caramel_coated_with_nuts
54403160	Popcorn_chocolate_coated
54404000	Popcorn_chips_plain
54404010	Popcorn_chips_other_flavors
54404020	Popcorn_chips_sweet_flavors
54406010	Onion_flavored_rings
54406200	Shrimp_chips
54408000	Pretzels_NFS
54408015	Pretzels_hard_NFS
54408016	Pretzels_hard_plain_salted
54408017	Pretzels_hard_plain_lightly_salted
54408030	Pretzels_hard_plain_unsalted
54408035	Pretzels_hard_flavored
54408070	Pretzels_hard_multigrain
54408081	Pretzels_hard_plain_gluten_free
54408082	Pretzels_hard_flavored_gluten_free
54408100	Pretzel_baby_food
54408105	Pretzel_chips_hard_plain
54408110	Pretzel_chips_hard_flavored
54408115	Pretzel_chips_hard_gluten_free
54408190	Pretzels_hard_coated_NFS
54408200	Pretzels_hard_chocolate_coated
54408210	Pretzels_hard_white_chocolate_coated
54408250	Pretzels_hard_yogurt_coated
54408260	Pretzels_hard_coated_gluten_free
54408290	Pretzels_hard_filled_NFS
54408300	Pretzels_hard_cheese_filled
54408310	Pretzels_hard_peanut_butter_filled
54408400	Pretzels_soft_NFS
54408405	Pretzels_soft_ready-to-eat_NFS
54408410	Pretzels_soft_ready-to-eat_salted_buttered
54408411	Pretzels_soft_ready-to-eat_unsalted_buttered
54408415	Pretzels_soft_ready-to-eat_salted_no_butter
54408416	Pretzels_soft_ready-to-eat_unsalted_no_butter
54408420	Pretzels_soft_ready-to-eat_cinnamon_sugar_coated
54408422	Pretzels_soft_ready-to-eat_coated_or_flavored
54408430	Pretzels_soft_ready-to-eat_topped_with_meat
54408432	Pretzels_soft_ready-to-eat_topped_with_cheese
54408450	Pretzels_soft_from_frozen_NFS
54408455	Pretzels_soft_from_frozen_salted
54408456	Pretzels_soft_from_frozen_unsalted
54408460	Pretzels_soft_from_frozen_cinnamon_sugar_coated
54408462	Pretzels_soft_from_frozen_coated_or_flavored
54408465	Pretzels_soft_from_frozen_topped_with_meat
54408466	Pretzels_soft_from_frozen_topped_with_cheese
54408470	Pretzels_soft_filled_with_cheese
54408475	Pretzels_soft_from_school_lunch
54408480	Pretzels_soft_multigrain
54408485	Pretzels_soft_gluten_free
54408486	Pretzels_soft_gluten_free_cinnamon_sugar_coated
54408487	Pretzels_soft_gluten_free_coated_or_flavored
54420210	Multigrain_chips_(Sun_Chips)
54420220	Snack_mix_plain_(Chex_Mix)
54440010	Bagel_chips
54440020	Cracker_chips
55100005	Pancakes_NFS
55100010	Pancakes_plain_from_frozen
55100015	Pancakes_plain_reduced_fat_from_fozen
55100020	Pancakes_with_fruit_from_frozen
55100025	Pancakes_with_chocolate_from_frozen
55100030	Pancakes_whole_grain_from_frozen
55100035	Pancakes_whole_grain_reduced_fat_from_frozen
55100040	Pancakes_gluten_free_from_frozen
55100050	Pancakes_plain_from_fast_food__restaurant
55100055	Pancakes_with_fruit_from_fast_food__restaurant
55100060	Pancakes_with_chocolate_from_fast_food__restaurant
55100065	Pancakes_whole_grain_from_fast_food__restaurant
55100070	Pancakes_whole_grain_and_nuts_from_fast_food__restaurant
55100080	Pancakes_from_school_NFS
55101000	Pancakes_plain
55101015	Pancakes_plain_reduced_fat
55103000	Pancakes_with_fruit
55103020	Pancakes_pumpkin
55103100	Pancakes_with_chocolate
55105000	Pancakes_buckwheat
55105100	Pancakes_cornmeal
55105200	Pancakes_whole_grain
55105205	Pancakes_whole_grain_reduced_fat
55106000	Pancakes_gluten_free
55200010	Waffle_NFS
55200020	Waffle_plain_from_frozen
55200030	Waffle_plain_reduced_fat_from_frozen
55200040	Waffle_fruit_from_frozen
55200050	Waffle_chocolate_from_frozen
55200060	Waffle_whole_grain_from_frozen
55200070	Waffle_whole_grain_reduced_fat_from_frozen
55200080	Waffle_whole_grain_fruit_from_frozen
55200090	Waffle_gluten_free_from_frozen
55200100	Waffle_plain_from_fast_food__restaurant
55200110	Waffle_chocolate_from_fast_food__restaurant
55200120	Waffle_fruit_from_fast_food__restaurant
55200130	Waffle_whole_grain_from_fast_food__restaurant
55200200	Waffle_from_school_NFS
55201000	Waffle_plain
55203000	Waffle_fruit
55203600	Waffle_chocolate
55203700	Waffle_cinnamon
55204000	Waffle_cornmeal
55205000	Waffle_whole_grain
55208000	Waffle_gluten_free
55211050	Waffle_plain_reduced_fat
55212000	Waffle_whole_grain_reduced_fat
55300010	French_toast_NFS
55300020	French_toast_plain_from_frozen
55300030	French_toast_whole_grain_from_frozen
55300040	French_toast_gluten_free_from_frozen
55300050	French_toast_plain_from_fast_food__restaurant
55300055	French_toast_whole_grain_from_fast_food__restaurant
55300060	French_toast_from_school_NFS
55301000	French_toast_plain
55301010	French_toast_plain_reduced_fat
55301015	French_toast_whole_grain
55301020	French_toast_whole_grain_reduced_fat
55301025	French_toast_gluten_free
55301030	French_toast_sticks_NFS
55301031	French_toast_sticks_plain_from_frozen
55301040	French_toast_sticks_plain_from_fast_food__restaurant
55301048	French_toast_sticks_from_school_NFS
55301050	French_toast_sticks_plain
55301055	French_toast_sticks_whole_grain
55310100	Fried_bread_Puerto_Rican_style
55400010	Crepe_NFS
55401000	Crepe_plain
55501000	Chinese_pancake
55502000	Flour_and_water_gravy
55610200	Dumpling_fried_Puerto_Rican_style
55610300	Dumpling_plain
55701000	Cake_made_with_glutinous_rice
55702000	Cake_or_pancake_made_with_rice_flour_and_or_dried_beans
55702100	Dosa_(Indian)_plain
55703000	Cake_made_with_glutinous_rice_and_dried_beans
55801000	Funnel_cake_with_sugar
55801010	Funnel_cake_with_sugar_and_fruit
56104000	Pasta_vegetable_cooked
56112000	Noodles_cooked
56113000	Noodles_whole_grain_cooked
56113990	Noodles_vegetable_cooked
56116000	Noodles_chow_mein
56116990	Long_rice_noodles_made_from_mung_beans_cooked
56117090	Rice_noodles_cooked
56130000	Pasta_cooked
56132990	Pasta_whole_grain_cooked
56140100	Pasta_gluten_free
56200300	Cereal_cooked_NFS
56200390	Barley_NS_as_to_fat_added_in_cooking
56200400	Barley_fat_not_added_in_cooking
56200410	Barley_fat_added_in_cooking
56200490	Buckwheat_groats_NS_as_to_fat_added_in_cooking
56200500	Buckwheat_groats_fat_not_added_in_cooking
56200510	Buckwheat_groats_fat_added_in_cooking
56200990	Grits_NS_as_to_regular_quick_or_instant_NS_as_to_fat_added_in_cooking
56201000	Grits_NS_as_to_regular_quick_or_instant_fat_not_added_in_cooking
56201040	Grits_NS_as_to_regular_quick_or_instant_fat_added_in_cooking
56201050	Grits_regular_or_quick_made_with_water_NS_as_to_fat_added_in_cooking
56201051	Grits_regular_or_quick_made_with_water_fat_not_added_in_cooking
56201052	Grits_regular_or_quick_made_with_water_fat_added_in_cooking
56201055	Grits_regular_or_quick_made_with_milk_NS_as_to_fat_added_in_cooking
56201056	Grits_regular_or_quick_made_with_milk_fat_not_added_in_cooking
56201057	Grits_regular_or_quick_made_with_milk_fat_added_in_cooking
56201065	Grits_regular_or_quick_made_with_non-dairy_milk_NS_as_to_fat_added_in_cooking
56201066	Grits_regular_or_quick_made_with_non-dairy_milk_fat_not_added_in_cooking
56201067	Grits_regular_or_quick_made_with_non-dairy_milk_fat_added_in_cooking
56201090	Grits_with_cheese_NS_as_to_fat_added_in_cooking
56201091	Grits_with_cheese_fat_not_added_in_cooking
56201092	Grits_with_cheese_fat_added_in_cooking
56201210	Grits_instant_made_with_water_fat_not_added_in_cooking
56201220	Grits_instant_made_with_water_fat_added_in_cooking
56201230	Grits_instant_made_with_water_NS_as_to_fat_added_in_cooking
56201340	Grits_instant_made_with_milk_fat_added_in_cooking
56201342	Grits_instant_made_with_milk_fat_not_added_in_cooking
56201344	Grits_instant_made_with_milk_NS_as_to_fat_added_in_cooking
56201350	Grits_instant_made_with_non-dairy_milk_NS_as_to_fat_added_in_cooking
56201355	Grits_instant_made_with_non-dairy_milk_fat_not_added_in_cooking
56201360	Grits_instant_made_with_non-dairy_milk_fat_added_in_cooking
56201515	Cornmeal_mush_NS_as_to_fat_added_in_cooking
56201516	Cornmeal_mush_fat_not_added_in_cooking
56201517	Cornmeal_mush_fat_added_in_cooking
56201540	Cornmeal_Puerto_Rican_Style
56201550	Cornmeal_dumpling
56201600	Masa_harina_cooked
56201990	Millet_NS_as_to_fat_added_in_cooking
56202000	Millet_fat_not_added_in_cooking
56202100	Millet_fat_added_in_cooking
56202900	Oatmeal_from_fast_food_plain
56202905	Oatmeal_from_fast_food_maple_flavored
56202910	Oatmeal_from_fast_food_fruit_flavored
56202920	Oatmeal_from_fast_food_other_flavors
56202960	Oatmeal_NS_as_to_regular_quick_or_instant_NS_as_to_fat_added_in_cooking
56203000	Oatmeal_NS_as_to_regular_quick_or_instant_fat_not_added_in_cooking
56203040	Oatmeal_NS_as_to_regular_quick_or_instant_fat_added_in_cooking
56203055	Oatmeal_regular_or_quick_made_with_water_NS_as_to_fat_added_in_cooking
56203056	Oatmeal_regular_or_quick_made_with_water_fat_not_added_in_cooking
56203057	Oatmeal_regular_or_quick_made_with_water_fat_added_in_cooking
56203065	Oatmeal_regular_or_quick_made_with_milk_NS_as_to_fat_added_in_cooking
56203066	Oatmeal_regular_or_quick_made_with_milk_fat_not_added_in_cooking
56203067	Oatmeal_regular_or_quick_made_with_milk_fat_added_in_cooking
56203075	Oatmeal_regular_or_quick_made_with_non-dairy_milk_NS_as_to_fat_added_in_cooking
56203076	Oatmeal_regular_or_quick_made_with_non-dairy_milk_fat_not_added_in_cooking
56203077	Oatmeal_regular_or_quick_made_with_non-dairy_milk_fat_added_in_cooking
56203085	Oatmeal_instant_plain_made_with_water_NS_as_to_fat_added_in_cooking
56203086	Oatmeal_instant_plain_made_with_water_fat_not_added_in_cooking
56203087	Oatmeal_instant_plain_made_with_water_fat_added_in_cooking
56203095	Oatmeal_instant_plain_made_with_milk_NS_as_to_fat_added_in_cooking
56203096	Oatmeal_instant_plain_made_with_milk_fat_not_added_in_cooking
56203097	Oatmeal_instant_plain_made_with_milk_fat_added_in_cooking
56203105	Oatmeal_instant_plain_made_with_non-dairy_milk_NS_as_to_fat_added_in_cooking
56203106	Oatmeal_instant_plain_made_with_non-dairy_milk_fat_not_added_in_cooking
56203107	Oatmeal_instant_plain_made_with_non-dairy_milk_fat_added_in_cooking
56203125	Oatmeal_instant_maple_flavored_NS_as_to_fat_added_in_cooking
56203130	Oatmeal_instant_maple_flavored_fat_not_added_in_cooking
