	BMI	F_TOTAL	F_CITMLB	F_OTHER	F_JUICE	V_TOTAL	V_DRKGR	V_REDOR_TOTAL	V_REDOR_TOMATO	V_REDOR_OTHER	V_STARCHY_TOTAL	V_STARCHY_POTATO	V_STARCHY_OTHER	V_OTHER	V_LEGUMES	G_TOTAL	G_WHOLE	G_REFINED	PF_TOTAL	PF_MPS_TOTAL	PF_MEAT	PF_CUREDMEAT	PF_POULT	PF_SEAFD_HI	PF_SEAFD_LOW	PF_EGGS	PF_SOY	PF_NUTSDS	PF_LEGUMES	D_TOTAL	D_MILK	D_YOGURT	D_CHEESE	OILS	SOLID_FATS	ADD_SUGARS	A_DRINKS
V_STARCHY_TOTAL	0.204121504959564	-0.152292241193631	-0.170172365531674	-0.0762154866432605	-0.109354621881593	0.479371478240115	-0.00797813125143816	0.188362479947988	0.354232232172521	-0.0046408674151693	1	0.992168234639504	-0.0169938766626257	-0.172792451521759	-0.107683533628534	-0.0793947211853574	-0.176167629642283	-0.0176622994286076	-0.116063091399478	-0.0982630478614217	0.113848764211579	-0.0827503462410108	0.0283987499975084	-0.19115848446934	-0.0575837074472774	-0.150256195174934	0.248563968181061	-0.121310036207306	-0.106653246191795	-0.0233565572926215	0.129094513550093	-0.0924264298356291	-0.0476487750162345	0.0678454519723457	0.0940360916463297	-0.0472294562393894	0.119403022643676
V_STARCHY_POTATO	0.223071875966199	-0.148957793635683	-0.171674949717473	-0.055661980624561	-0.153901352247845	0.479172385513111	-0.00367373628473003	0.194773383528613	0.36441310788839	-0.00327907350438899	0.992168234639504	1	-0.141751490370738	-0.172193750318295	-0.0976778568805674	-0.0513190813162788	-0.183695495808695	0.0114883832854801	-0.142640041470888	-0.128313137649409	0.130182242597662	-0.0612481610356264	-0.00565309267056631	-0.194597268897664	-0.11734658179963	-0.163082015601235	0.268951912566745	-0.115721116646385	-0.0966956317159363	-0.00869142187485935	0.15465179494232	-0.109376703126712	-0.0387257167451889	0.0852446112509193	0.114582720209495	-0.0208293822032474	0.127333481060047
V_STARCHY_OTHER	-0.167957183558098	-0.014555849814747	0.0255878557155938	-0.158451205557211	0.365296596922498	-0.0366049065127472	-0.0338196061512324	-0.0663268981660013	-0.109721635808435	-0.0105309299692736	-0.0169938766626257	-0.141751490370738	1	0.00897650134063726	-0.0715115943838163	-0.218410208193573	0.0742960926122101	-0.23193472210873	0.221988664037068	0.248371674441467	-0.139816415013911	-0.165524358569848	0.270311450246897	0.0427588087179297	0.482971740365529	0.114639821269941	-0.183005896008193	-0.035071004461535	-0.0712089690278164	-0.115528681519245	-0.214864939008337	0.143046633449569	-0.0676294235099273	-0.144681097667706	-0.171962602932831	-0.20756090559476	-0.0729954464163713
V_OTHER	-0.253233946744039	-0.017958014346473	-0.0431022526504589	0.0185725900523885	-0.0589287979345104	0.647698198675121	0.302204494267514	0.259736236598124	0.0863791994197412	0.319428712637229	-0.172792451521759	-0.172193750318295	0.00897650134063726	1	0.2520146695615	-0.315667535941962	0.294611421214153	-0.396633135282025	0.21220849439019	0.13811175648141	-0.322976230040129	0.120635013774207	0.0907919811455842	0.415531934005944	-0.00759619240618209	0.13164540365109	0.0571423665831443	0.156649775621738	0.253322821356175	-0.368446025003857	-0.132128166358994	-0.13726265791587	-0.342668093924359	0.499524649475448	-0.390757399438025	-0.288206334938843	-0.402527887826829
V_LEGUMES	-0.305463175160778	0.315558126983659	0.310276589985217	0.242012017420011	0.0453562975680608	0.252100319918597	0.1759016491642	0.328874254145828	0.333887906744124	0.22251712583128	-0.107683533628534	-0.0976778568805674	-0.0715115943838163	0.2520146695615	1	0.0575647187091405	0.354356062095633	-0.0615357275125704	-0.410111517104995	-0.34469246770485	-0.276934045965008	-0.291231360197897	-0.207888295910396	-0.12609143385577	-0.0214817289740716	-0.272623055468317	0.0312457379827107	-0.0943542516314887	0.999792369397052	-0.43355781391545	-0.381783920557096	-0.120355277691833	-0.26491586508513	0.0735399184494756	-0.463856271628358	-0.140768163127778	-0.304902873886336
G_TOTAL	0.417765934034759	0.0428669444690296	-0.032682059861139	0.107760444220782	-0.101067904562766	-0.274876025154848	-0.316964840813373	0.0778421432854419	0.167104557564972	-0.0187049480900486	-0.0793947211853574	-0.0513190813162788	-0.218410208193573	-0.315667535941962	0.0575647187091405	1	0.0172333398634019	0.944682168937779	-0.279887233625085	-0.168378789978678	0.182463536008956	0.0354742087131436	-0.176651427168545	-0.251604179942745	-0.126138667830861	-0.192162166217703	-0.164350326400322	-0.180272732179056	0.059346192199061	0.246318466866083	-0.190729304063149	-0.111174639430357	0.629958890496027	0.157941917264581	0.583200825083348	0.642567122874714	0.68568779002848
G_WHOLE	-0.0980847032479364	0.345143154879423	0.334810097013774	0.254357196289186	0.0861449698364345	0.449411596766097	0.554820454669706	0.624854112498573	0.270478625740382	0.717669281540918	-0.176167629642283	-0.183695495808695	0.0742960926122101	0.294611421214153	0.354356062095633	0.0172333398634019	1	-0.311658457773175	-0.418457923903958	-0.405239613485925	-0.277902492459747	-0.286951994443803	-0.241535292310999	-0.227335338179303	-0.00496772764886402	-0.362112701851431	-0.0745167634791605	0.250836784429072	0.352881936903216	-0.333294772020175	-0.349571282601623	0.273331696863763	-0.212747726013271	0.432007420060151	-0.387404267046102	0.0176838452938387	-0.277500973172883
G_REFINED	0.429193028790914	-0.0724813771493944	-0.140888650567175	0.018970262399466	-0.124307043272078	-0.408647538052058	-0.483223916845609	-0.130998448623389	0.0700786617669185	-0.253197268296055	-0.0176622994286076	0.0114883832854801	-0.23193472210873	-0.396633135282025	-0.0615357275125704	0.944682168937779	-0.311658457773175	1	-0.128717499034742	-0.0270831666752394	0.264563540308523	0.127842952051128	-0.0886458418797529	-0.164534185282805	-0.118244438610703	-0.0638325248982674	-0.13174374629399	-0.253603017895718	-0.0593591643296238	0.343417793464238	-0.0665848612480083	-0.195315798644319	0.668461079606667	0.00838383609898876	0.681318855665479	0.604853298155625	0.742663611675799
PF_TOTAL	-0.0750023853406666	-0.368001579818144	-0.351071629579494	-0.244412754692699	-0.177884205942703	-0.130315053093597	-0.210090765555018	-0.371366517209702	-0.378492750730555	-0.250080485552202	-0.116063091399478	-0.142640041470888	0.221988664037068	0.21220849439019	-0.410111517104995	-0.279887233625085	-0.418457923903958	-0.128717499034742	1	0.929840629053249	0.288403768320154	0.221400378268806	0.460334017572981	0.604019120077261	0.483147272860151	0.510247427670835	0.0229875888939887	-0.0290894550735734	-0.411696958745737	0.0573306278908056	0.111613272120145	-0.137590691284525	-0.0517042821046176	-0.054875563227502	0.171823220394856	-0.219768831327699	0.0641215222820723
PF_MPS_TOTAL	-0.020068298486352	-0.439335177561894	-0.385910285188363	-0.299632638625363	-0.238147988051622	-0.165683856131963	-0.28005329236301	-0.327112783651255	-0.319092630949038	-0.231865637847023	-0.0982630478614217	-0.128313137649409	0.248371674441467	0.13811175648141	-0.34469246770485	-0.168378789978678	-0.405239613485925	-0.0270831666752394	0.929840629053249	1	0.387341266468766	0.23710085936651	0.463438298090664	0.591214430710292	0.531751701938751	0.307240654359363	-0.157551156662775	-0.255864082230367	-0.344326543980891	0.0519999495757584	0.0827391045820949	-0.153446077111525	-0.00827976408899698	-0.0748759699861767	0.242150164519966	-0.117154638757475	0.202303465037035
PF_MEAT	0.378292456477037	-0.200082421277791	-0.145903117047842	-0.133054703641312	-0.161830688034473	-0.229898491863425	-0.207086770316166	-0.142016762160819	-0.0227747883619635	-0.194472397221556	0.113848764211579	0.130182242597662	-0.139816415013911	-0.322976230040129	-0.276934045965008	0.182463536008956	-0.277902492459747	0.264563540308523	0.288403768320154	0.387341266468766	1	-0.00442586151545539	0.0322880037305582	-0.110777649735865	-0.079831807914531	0.00224663621368286	-0.136226583577296	-0.221807113256693	-0.276090057508695	0.363452419108015	0.249116814567484	-0.0495307973908155	0.277318995750925	-0.162057411103922	0.466305360692036	0.0830295347953342	0.527815517946716
PF_CUREDMEAT	0.124849926297162	-0.196922492395158	-0.117454673547538	-0.146794436623054	-0.151635744160125	-0.0671361813978114	-0.0835164628178426	-0.194840705500352	-0.128246573545557	-0.188202025874397	-0.0827503462410108	-0.0612481610356264	-0.165524358569848	0.120635013774207	-0.291231360197897	0.0354742087131436	-0.286951994443803	0.127842952051128	0.221400378268806	0.23710085936651	-0.00442586151545539	1	0.0651293040638361	-0.00431054427222	0.000735735954537463	0.124044442006613	-0.137473096184918	-0.0351189604411087	-0.291211136079242	0.245588691666038	0.231586548208019	-0.108434498787602	0.231302646902956	-0.0418815139550505	0.349105952293053	0.0589635577120816	0.189327732574213
PF_POULT	0.0580794128858079	-0.192763344866012	-0.190356992204576	-0.136374841513443	-0.0596292541369398	-0.0427561387320071	-0.167904821102929	-0.175264374492031	-0.137454898945881	-0.151388824386856	0.0283987499975084	-0.00565309267056631	0.270311450246897	0.0907919811455842	-0.207888295910396	-0.176651427168545	-0.241535292310999	-0.0886458418797529	0.460334017572981	0.463438298090664	0.0322880037305582	0.0651293040638361	1	0.140330832069012	0.125755714812782	0.203185455541661	-0.115168307938928	-0.0302589733445744	-0.207906419549515	-0.0852318459606834	-0.116359158005138	-0.0601948675283397	-0.063206740368172	0.036874678756791	0.0101640061445184	-0.0491275466468295	0.101526153743847
PF_SEAFD_HI	-0.135519416669495	-0.233844961679983	-0.236346929771125	-0.149966397022966	-0.109138000530002	0.0262795435986397	-0.122458473456543	-0.212229516500881	-0.251994782238404	-0.113992643119185	-0.19115848446934	-0.194597268897664	0.0427588087179297	0.415531934005944	-0.12609143385577	-0.251604179942745	-0.227335338179303	-0.164534185282805	0.604019120077261	0.591214430710292	-0.110777649735865	-0.00431054427222	0.140330832069012	1	0.0253057169504607	0.266680965356349	-0.10851122517857	-0.0062168590989847	-0.126101537435382	-0.098600993654083	0.0200619442187947	-0.0739555201170253	-0.140380110820377	0.195753877462517	0.00166894019607174	-0.0441942043472234	-0.219907874839805
PF_SEAFD_LOW	-0.323393804792249	-0.201327789690898	-0.181767713044318	-0.143310617315683	-0.0846096763127868	-0.0814672476429375	-0.0776026540045004	-0.0748424576962668	-0.174908244783183	0.0295262330299035	-0.0575837074472774	-0.11734658179963	0.482971740365529	-0.00759619240618209	-0.0214817289740716	-0.126138667830861	-0.00496772764886402	-0.118244438610703	0.483147272860151	0.531751701938751	-0.079831807914531	0.000735735954537463	0.125755714812782	0.0253057169504607	1	0.120343899135658	0.0701753541425674	-0.246091968193787	-0.0215546073210532	-0.186214613206642	-0.132401705256259	-0.0850702189954047	-0.179874220560269	-0.21805229367131	-0.127615014048221	-0.25112148948283	0.00946813811311212
PF_EGGS	-0.238647228623338	-0.217352189818076	-0.191674878325251	-0.166695680036189	-0.0633841557788774	-0.0863642977312849	0.0451565817393836	-0.265726120560217	-0.256092491906596	-0.190880406653468	-0.150256195174934	-0.163082015601235	0.114639821269941	0.13164540365109	-0.272623055468317	-0.192162166217703	-0.362112701851431	-0.0638325248982674	0.510247427670835	0.307240654359363	0.00224663621368286	0.124044442006613	0.203185455541661	0.266680965356349	0.120343899135658	1	0.0874299794750978	-0.115972426108562	-0.275781858675045	0.309903151732003	0.320235298081834	-0.085846985238472	0.0949461248898205	0.0475389364522716	0.183560566184661	-0.111942766756961	-0.0676295941343888
PF_SOY	-0.176419136707129	-0.150614620827565	-0.0438003379612976	-0.112771577185281	-0.181685711049831	0.199344359076848	-0.0893317483616923	0.178757632080978	0.146050728024334	0.149660601041894	0.248563968181061	0.268951912566745	-0.183005896008193	0.0571423665831443	0.0312457379827107	-0.164350326400322	-0.0745167634791605	-0.13174374629399	0.0229875888939887	-0.157551156662775	-0.136226583577296	-0.137473096184918	-0.115168307938928	-0.10851122517857	0.0701753541425674	0.0874299794750978	1	-0.0870018127508277	0.0297519023920009	-0.315114996770477	-0.02799649965985	-0.130048152172458	-0.321642260021008	-0.148896498679799	-0.351664922140014	-0.252615814650455	-0.22708078199559
PF_NUTSDS	0.118483619031307	0.494770024878165	0.26651413572589	0.386610491166704	0.371292935420488	0.0489262817420153	0.23995274064798	-0.115371558927778	-0.159317379590508	-0.0438739825612672	-0.121310036207306	-0.115721116646385	-0.035071004461535	0.156649775621738	-0.0943542516314887	-0.180272732179056	0.250836784429072	-0.253603017895718	-0.0290894550735734	-0.255864082230367	-0.221807113256693	-0.0351189604411087	-0.0302589733445744	-0.0062168590989847	-0.246091968193787	-0.115972426108562	-0.0870018127508277	1	-0.0980121720855951	-0.0351824378241149	-0.142749067737249	0.199294929721708	-0.0374767661311531	0.122325052299974	-0.154926626462486	-0.148412802216438	-0.284401403029224
PF_LEGUMES	-0.309955900321979	0.307722507695003	0.312655742861967	0.231713727836145	0.0419149382627479	0.252034060668659	0.171658299958754	0.328357167065408	0.332516965007208	0.222852805983053	-0.106653246191795	-0.0966956317159363	-0.0712089690278164	0.253322821356175	0.999792369397052	0.059346192199061	0.352881936903216	-0.0593591643296238	-0.411696958745737	-0.344326543980891	-0.276090057508695	-0.291211136079242	-0.207906419549515	-0.126101537435382	-0.0215546073210532	-0.275781858675045	0.0297519023920009	-0.0980121720855951	1	-0.433318835908934	-0.383263291816796	-0.120243846965678	-0.262323742956251	0.0741825091679549	-0.463149084158385	-0.141357525603678	-0.303539891944252
D_TOTAL	0.100918055391947	0.00249230511462218	-0.0574739209003365	0.00707838353671652	0.0728333430888523	-0.340836165373166	-0.0629677774208673	-0.29226741342844	-0.117081924795151	-0.343322978243429	-0.0233565572926215	-0.00869142187485935	-0.115528681519245	-0.368446025003857	-0.43355781391545	0.246318466866083	-0.333294772020175	0.343417793464238	0.0573306278908056	0.0519999495757584	0.363452419108015	0.245588691666038	-0.0852318459606834	-0.098600993654083	-0.186214613206642	0.309903151732003	-0.315114996770477	-0.0351824378241149	-0.433318835908934	1	0.621856485287405	0.10719557182787	0.756646857834508	-0.107092153081729	0.73950103161577	0.181176410175279	0.40837461457385
D_MILK	-0.155258443718336	-0.0381815433013934	-0.0716765285269804	0.0503294171095698	-0.185738814892264	-0.0501184892477191	0.0986469534100239	-0.190036535067071	-0.112211032339835	-0.193993627799696	0.129094513550093	0.15465179494232	-0.214864939008337	-0.132128166358994	-0.381783920557096	-0.190729304063149	-0.349571282601623	-0.0665848612480083	0.111613272120145	0.0827391045820949	0.249116814567484	0.231586548208019	-0.116359158005138	0.0200619442187947	-0.132401705256259	0.320235298081834	-0.02799649965985	-0.142749067737249	-0.383263291816796	0.621856485287405	1	-0.0627769475970067	0.0502941774635987	-0.122305311651923	0.350741521790442	-0.079959062819297	0.0927541239795714
D_YOGURT	-0.0121994291204617	0.266220451958824	0.339798103706366	0.0562500536202245	0.351868929026037	-0.133157959930786	0.0920045312140547	-0.0934805420149296	-0.120030747268179	-0.0428887574785921	-0.0924264298356291	-0.109376703126712	0.143046633449569	-0.13726265791587	-0.120355277691833	-0.111174639430357	0.273331696863763	-0.195315798644319	-0.137590691284525	-0.153446077111525	-0.0495307973908155	-0.108434498787602	-0.0601948675283397	-0.0739555201170253	-0.0850702189954047	-0.085846985238472	-0.130048152172458	0.199294929721708	-0.120243846965678	0.10719557182787	-0.0627769475970067	1	-0.0279567107776542	-0.103236493541413	-0.0578148718359981	-0.0279672346845407	-0.0690670078814899
D_CHEESE	0.314869908789411	-0.0964604069930343	-0.0940552522624447	-0.109695259407595	0.0881847001358562	-0.351642417473938	-0.292858421294324	-0.156365620138671	0.0359325957569606	-0.263560067116005	-0.0476487750162345	-0.0387257167451889	-0.0676294235099273	-0.342668093924359	-0.26491586508513	0.629958890496027	-0.212747726013271	0.668461079606667	-0.0517042821046176	-0.00827976408899698	0.277318995750925	0.231302646902956	-0.063206740368172	-0.140380110820377	-0.179874220560269	0.0949461248898205	-0.321642260021008	-0.0374767661311531	-0.262323742956251	0.756646857834508	0.0502941774635987	-0.0279567107776542	1	0.0131045059525718	0.771074735305108	0.393599763820518	0.588837639515427
OILS	0.0999801164297489	-0.0147970304766271	-0.195631399821348	0.086527862432706	-0.0208154700642687	0.610517676639516	0.450850082371502	0.484369440031426	0.333174087553601	0.456232210747973	0.0678454519723457	0.0852446112509193	-0.144681097667706	0.499524649475448	0.0735399184494756	0.157941917264581	0.432007420060151	0.00838383609898876	-0.054875563227502	-0.0748759699861767	-0.162057411103922	-0.0418815139550505	0.036874678756791	0.195753877462517	-0.21805229367131	0.0475389364522716	-0.148896498679799	0.122325052299974	0.0741825091679549	-0.107092153081729	-0.122305311651923	-0.103236493541413	0.0131045059525718	1	0.00778856304574884	0.282341625401897	-0.060363611633806
SOLID_FATS	0.411135970229229	-0.109451457290223	-0.183620536504281	-0.0183746938680967	-0.0943338113045196	-0.361567950390412	-0.372495646322725	-0.250516093938996	-0.0390469522870453	-0.343961002377671	0.0940360916463297	0.114582720209495	-0.171962602932831	-0.390757399438025	-0.463856271628358	0.583200825083348	-0.387404267046102	0.681318855665479	0.171823220394856	0.242150164519966	0.466305360692036	0.349105952293053	0.0101640061445184	0.00166894019607174	-0.127615014048221	0.183560566184661	-0.351664922140014	-0.154926626462486	-0.463149084158385	0.73950103161577	0.350741521790442	-0.0578148718359981	0.771074735305108	0.00778856304574884	1	0.507942580534903	0.699884394513131
ADD_SUGARS	0.460802855753639	0.0836802230800586	0.0100068092426581	0.141926939902058	-0.107213368793244	-0.204745727053493	-0.112818025624824	0.0317937156658066	0.0824885519618265	-0.0191766398953456	-0.0472294562393894	-0.0208293822032474	-0.20756090559476	-0.288206334938843	-0.140768163127778	0.642567122874714	0.0176838452938387	0.604853298155625	-0.219768831327699	-0.117154638757475	0.0830295347953342	0.0589635577120816	-0.0491275466468295	-0.0441942043472234	-0.25112148948283	-0.111942766756961	-0.252615814650455	-0.148412802216438	-0.141357525603678	0.181176410175279	-0.079959062819297	-0.0279672346845407	0.393599763820518	0.282341625401897	0.507942580534903	1	0.375700288569334
A_DRINKS	0.510415662509219	-0.135406994108128	-0.164245850957818	-0.0459553106776839	-0.141373572333578	-0.321219123736981	-0.438906135380987	-0.106473464734582	0.0705385315072443	-0.216799194403593	0.119403022643676	0.127333481060047	-0.0729954464163713	-0.402527887826829	-0.304902873886336	0.68568779002848	-0.277500973172883	0.742663611675799	0.0641215222820723	0.202303465037035	0.527815517946716	0.189327732574213	0.101526153743847	-0.219907874839805	0.00946813811311212	-0.0676295941343888	-0.22708078199559	-0.284401403029224	-0.303539891944252	0.40837461457385	0.0927541239795714	-0.0690670078814899	0.588837639515427	-0.060363611633806	0.699884394513131	0.375700288569334	1
