Variables	Min	FirstQu	Median	Mean	ThirdQu	Max	SD
SUGR	0	0.0577375	0.82055	4.18689568344248	4.18511875	92.079	8.60226874907699
FIBE	0	0	0.450875	1.3792804905118	1.751875	16.764	2.29742184859988
CALC	0	5.09484375	17.09	63.5018267317596	59.50125	1155	117.30360101533
IRON	0	0.0864	0.3468	0.982435996334808	1.26705875	17.992	1.68875955096009
MAGN	0	3.92124	12.57	22.3882550634277	27.7325	275	28.2905837097212
PHOS	0	7.62	41.52	108.094557086136	152.145	1128.33	159.300161037749
POTA	0	39.15	97.2	194.427549246711	241.453125	2590.8	271.601453690619
SODI	0	10.08	100.75125	279.424186493614	387.93	2852.28	419.431450134964
ZINC	0	0.0596	0.33	0.766673869039823	0.85568	23.08824	1.60258229853463
COPP	0	0.01303875	0.0424725	0.0906317503834808	0.12171	1.23444	0.123691344148666
SELE	0	0.0875	1.3743	8.9841175389882	9.230625	188.4708	17.8438132451924
VC	0	0	0.242	6.21576783077729	3.64875	136.16	16.0889000664418
VB1	0	0.008805	0.0336	0.104574551268437	0.11178	3.73791	0.232992703210333
VB2	0	0.01485	0.05208	0.137348055774336	0.1776	1.14	0.194392399319171
NIAC	0	0.076085	0.3269066	1.54002971835103	1.55	36.522174	3.34138986850423
VB6	0	0.01361666675	0.05177175	0.1499144500059	0.150605	3.8675	0.311713000367868
FOLA	0	2.26575	11.76	30.7729573887906	35.6625	772.4375	59.3901792061836
FA	0	0	0	9.42844098525074	0	752.25	45.4655062481543
FF	0	2.2078125	8.965	21.3409787929204	24.2875	251.6	35.1901803011992
FDFE	0	2.26575	11.94	37.3481148814159	37.8	1299.4375	87.1021650484855
VB12	0	0	0	0.568581892651917	0.288	30.33	2.05469215120406
VARA	0	0	3.225	56.4121768456342	57.6288	2224.992	162.341671025818
RET	0	0	0	30.3272315097345	7.9725	2217.6	107.057575436277
BCAR	0	0	4.51	280.714899314012	54.3665	16835	1330.58189868956
ACAR	0	0	0	61.0708645993112	0.132	6393.6	433.230079305005
CRYP	0	0	0	3.4520581120944	0.26	182.525	13.1457359282392
LYCO	0	0	0	240.447688974926	0	31470.6	1710.09785777063
LZ	0	0	1.35	199.325457507817	63.5075	7866.72	762.926579568496
ATOC	0	0.0241	0.16985	0.699744342435103	0.6692175	11.396	1.38819058504179
VK	0	0.056775	1.44375	14.6451261389086	8.283	416.62	43.1135980209627
CHOLE	0	0	0	24.4337345864307	9.6	840	80.3925974198608
SFAT	0	0.009080625	0.3198	1.68298389023451	1.8517275	20.17863	3.08269554930848
S040	0	0	0	0.0300280612817109	0.0016	0.58905	0.0864616321015254
S060	0	0	0	0.0205960173952802	0	0.45045	0.0606008183842977
S080	0	0	0	0.0159379376902655	0.00252203125	0.4026	0.0443869529116931
S100	0	0	0	0.0324508470914454	0.00670125	1.120959	0.0964618504424417
S120	0	0	0	0.0400561390870207	0.007975	2.54248	0.140228218782291
S140	0	0	0.0032275	0.137080726740413	0.03759	2.2101	0.347939775534835
S160	0	0.00743541675	0.22036	0.950915006328909	1.117495	10.75032	1.66652562632057
S180	0	0.00074425	0.04817125	0.393529226734513	0.39138	6.286896	0.789618631911647
MFAT	0	0.00768	0.372786	2.12391707641888	2.551395	25.2044	3.75722828683006
M161	0	0	0.004866432	0.0785543903539823	0.0482825	1.585332	0.188302754302979
M181	0	0.00542265625	0.327725	1.97511385644838	2.42214	24.6938	3.53611623639681
M201	0	0	0.000352	0.0353884668834808	0.021525	1.877904	0.140623195447032
M221	0	0	0	0.00742780103244838	0	1.570592	0.0854628604885814
PFAT	0	0.0240328125	0.252785	1.68245484812242	1.748565	34.7578	3.43683164541912
P182	0	0.0174375	0.17156	1.43716838413717	1.436971875	30.43656	2.9861549001854
P183	0	0.00261	0.02702625	0.182747793234513	0.155535	4.54	0.446667658226271
P184	0	0	0	0.00298011025073746	0	0.324324	0.0255612252565205
P204	0	0	0	0.0123198359439528	0.002376288	0.42	0.0426662273904038
P205	0	0	0	0.0115124547374631	0	1.097712	0.0811264787212374
P225	0	0	0	0.0037064929941003	0	0.26082	0.021582173897575
P226	0	0	0	0.0217856840707965	0	1.778112	0.143209208465719
VITD	0	0	0	0.733081675516224	0.0572	45.2466	3.57967155770138
CHOLN	0	1.647	7.3475625	29.633659539587	27.75	574.5	62.1158080600209
VITE_ADD	0	0	0	0.0708691887905605	0	10.43375	0.758307389012984
B12_ADD	0	0	0	0.0935312684365782	0	11.570625	0.67891535192334
F_TOTAL	0	0	0	0.0395625907079646	0	1.5812	0.18575954250306
F_CITMLB	0	0	0	0.0115554203539823	0	1.5555	0.0923028140235682
F_OTHER	0	0	0	0.0230123797935103	0	1.5812	0.138822037713132
F_JUICE	0	0	0	0.00499479056047198	0	1.0416	0.0609845342273355
V_TOTAL	0	0	0	0.174539596234513	0.1505625	4.029	0.42315702385696
V_DRKGR	0	0	0	0.0294847130044248	0	1.11	0.129883762559902
V_REDOR_TOTAL	0	0	0	0.029257197640118	0	1.2726	0.132242001446743
V_REDOR_TOMATO	0	0	0	0.0155810250737463	0	1.2726	0.096569939400844
V_REDOR_OTHER	0	0	0	0.0136761725663717	0	1.184	0.08999238573849
V_STARCHY_TOTAL	0	0	0	0.0335537426253687	0	4.029	0.245196168634334
V_STARCHY_POTATO	0	0	0	0.0297975663716814	0	4.029	0.242596509533709
V_STARCHY_OTHER	0	0	0	0.00375617625368732	0	0.504	0.0332390783387859
V_OTHER	0	0	0	0.0822439429646018	0	1.7301	0.23150585993107
V_LEGUMES	0	0	0	0.0178144174041298	0	0.762	0.0863044114731486
G_TOTAL	0	0	0	0.326814699292035	0	7.7562	0.874220712650789
G_WHOLE	0	0	0	0.05763901179941	0	2.8593	0.325128600941427
G_REFINED	0	0	0	0.269175687492625	0	7.7562	0.820562366558315
PF_TOTAL	0	0	0	0.487881716445428	0.0525	11.32866	1.36042445137458
PF_MPS_TOTAL	0	0	0	0.323551349557522	0	11.32866	1.26584559046238
PF_MEAT	0	0	0	0.0802269321533923	0	11.15856	0.664859436709306
PF_CUREDMEAT	0	0	0	0.0359079793510324	0	6.00453	0.317873670507589
PF_ORGAN	0	0	0	0	0	0	0
PF_POULT	0	0	0	0.0386432079646018	0	4.0362	0.343312925508052
PF_SEAFD_HI	0	0	0	0.0946817256637168	0	11.32866	0.79411545738552
PF_SEAFD_LOW	0	0	0	0.0740915044247788	0	9.4689	0.593662844703279
PF_EGGS	0	0	0	0.0691381710914454	0	4.5	0.384979114039036
PF_SOY	0	0	0	0.0364254793510324	0	3.3558	0.24817020756856
PF_NUTSDS	0	0	0	0.0587667164454277	0	3.525	0.338705965343865
PF_LEGUMES	0	0	0	0.0715340707964602	0	3.0099	0.345660376007543
D_TOTAL	0	0	0	0.111600269174041	0	2.42	0.334060556020284
D_MILK	0	0	0	0.0417430014749263	0	2.0008	0.183877734071643
D_YOGURT	0	0	0	0.00626755530973451	0	1.50675	0.0718439905684797
D_CHEESE	0	0	0	0.0500782669616519	0	2.42	0.255144007671629
OILS	0	0	0	2.57049864120944	1.896	59.496	6.31706698632642
SOLID_FATS	0	0	0	1.92292289216814	0.5338125	38.675	4.73059698547127
ADD_SUGARS	0	0	0	0.475239625294985	0	21.3525	1.70488637339573
A_DRINKS	0	0	0	0.0167566371681416	0	2.016	0.133867300225335
FoodComp	1	1	1	1	1	1	0
Main.food.description	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
Old.Main.food.description	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
FoodID	11100000	41420300	63105010	60118100.7684366	75302080	95230020	24454655.0435722
Diet	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
Gender	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
Age	22	31	43	43.5545722713864	60	71	15.1110845297786
Weight	53.9	60	73	72.2516199115044	80	90.7235	11.4036982127318
Height	152	161.3	169	168.720943952802	175	186	9.914938269105
BMI	18.7898335	22.83500983	26.44897959	25.4222025582448	27.81407719	35	3.81381320323835
Waist.Circumference	70	78	85	84.632005899705	90	110	10.3044450886449
