	BMI	PROT	TFAT	CARB	ALC	CAFF	THEO	SUGR	FIBE	CALC	IRON	MAGN	PHOS	POTA	SODI	ZINC	COPP	SELE	VC	VB1	VB2	NIAC	VB6	FOLA	FA	FF	FDFE	VB12	VARA	RET	BCAR	ACAR	CRYP	LYCO	LZ	ATOC	VK	CHOLE	SFAT	S040	S060	S080	S100	S120	S140	S160	S180	MFAT	M161	M181	M201	M221	PFAT	P182	P183	P184	P204	P205	P225	P226	VITD	CHOLN	VITE_ADD	B12_ADD
IRON	-0.0174879175217667	0.0873570616682563	0.205013702062969	0.570499537752558	0.19605619716215	0.233968477255391	0.241266752238207	0.283458883032124	0.519557263989046	0.295943140082528	1	0.478209771164254	0.211798205623862	0.36205684414792	0.306780524878426	0.508595644977857	0.437354532362695	0.223541413738586	0.253343821640521	0.452054342534949	0.116149002929769	0.319746600892774	0.452512446858452	0.708832129879301	0.470819937060143	0.5305852159813	0.66509160585225	0.186611748640095	0.554040108994148	0.573308760083224	0.207744567915509	0.205795457951045	-0.0614846939836488	0.23490417184453	0.168031791424421	0.221915933791924	0.25562062894382	-0.0798575864213759	0.156959782423435	0.0608501401346341	-0.0388420985679235	-0.00206312382679992	0.0216541341037851	-0.00803389268132109	0.105604408990686	0.165115442057438	0.194831661806758	0.155018025278703	0.0026229096800443	0.167343644965457	-0.0321419299461311	-0.0027864191386172	0.243716884052642	0.257402540785341	0.240191720623664	-0.0665792486452942	-0.0834544586575239	-0.0584969454795978	-0.0803035997361078	-0.079144527269935	-0.140760589952841	-0.005401139078012	0.100653844437295	0.271076559021486
MAGN	-0.112286803507316	0.256749711205063	0.351991486634153	0.310310270990007	-0.112063993890809	0.0841744176223586	0.0914224528554682	0.189868124675376	0.638097537965211	0.305790104805713	0.478209771164254	1	0.417565352884686	0.702100669576661	0.252685275359409	0.354757136487652	0.706051315204853	0.324347100488258	0.415096948164718	0.254597818052933	0.379244549883671	0.290461912304613	0.417303898735011	0.400183527188486	-0.0446959092156489	0.654699993714501	0.261249305983638	0.165003233397437	0.432246606709623	0.0477981524668325	0.458874046446692	0.43297021900197	0.254901180255853	0.290925316421012	0.473557280371701	0.506551517253993	0.592084286127544	0.0178790269794315	0.147886400032774	0.0439998824947583	0.0316988097121152	0.0566841358957656	0.0737344854146672	0.0301254928743954	0.0580855260786454	0.192120439906179	0.114322651163896	0.374803169321663	0.110427308086413	0.393396780487338	0.141648047370969	-0.0283449070467486	0.443211195073586	0.451970030653064	0.385547458389733	0.0359446414235572	0.02046773280639	0.0496205702528671	0.0485426907789993	0.0555420302164172	0.0459419662590518	0.19612465790825	0.161757811041156	-0.0483465231971596
PHOS	-0.00311619883185074	0.899223911389118	0.679930205554339	0.0912603771457513	0.348307350360479	0.234171513061168	0.385552746549612	0.104585936876621	-0.144988765325266	0.543588547234926	0.211798205623862	0.417565352884686	1	0.413672376035471	0.422508098816239	0.686783037058782	0.0463374157935744	0.752311744933565	-0.249587229184197	0.078853845656825	0.811345411809149	0.605820145914486	0.343715261091294	-0.0184466727147767	-0.078365841440084	0.05853786903191	-0.0428113014647546	0.522414452707781	0.157888979633195	0.367443981550661	-0.0953929383292655	-0.0673602972699676	-0.10432315661742	0.0345333664025801	0.0417874691946032	0.106023920005341	0.0641476271946166	0.719053636829646	0.698042144782129	0.597364650014361	0.562713455366586	0.477614274040155	0.566171792318391	0.350586791825212	0.633911834871357	0.729563757336962	0.66524842918466	0.656540892472686	0.729246164171603	0.632219559677514	0.449835614346987	-0.045925037241841	0.347362080991656	0.326730751259638	0.208809774227934	0.191007923299552	0.648643181575117	0.246550243173294	0.39314358263995	0.313545860289686	0.444376399893641	0.774359646844052	-0.322977297743242	-0.405018083610461
POTA	0.000923212289707822	0.326352757710054	0.411084219259047	0.206104168046639	-0.0572172916833445	-0.00216299828284277	-0.0210580694794704	0.113690042445189	0.55408008484646	0.218096105911272	0.36205684414792	0.702100669576661	0.413672376035471	1	0.189166233438439	0.261810600970133	0.600832234772921	0.314881302976345	0.502939247047713	0.451454032731886	0.304378128128031	0.498397129137663	0.627942393681934	0.282053980580796	-0.195752581102637	0.650666649919009	0.123224162508967	0.251780280838031	0.423697877752918	0.0750421337723794	0.432148977726728	0.387683138448789	0.252462373453665	0.343142664832363	0.350889153628352	0.560941559247993	0.523387412315611	0.0733441570142567	0.158959299230635	0.0284606058567077	-0.0138442799824992	0.0559832042576537	-0.00181647119720611	-0.0261222336264146	0.0342479183279068	0.234485180261868	0.126333714234161	0.493312197491807	0.247540485213866	0.500095101284604	0.400945213393656	-0.0403170906176605	0.465257457131557	0.454795147423918	0.425708626756238	0.175435460501464	0.0533139506936542	0.169259235021445	0.182564602948935	0.195620068538597	0.295149965844469	0.293486423727439	0.173033234030385	-0.0233373961938716
SODI	-0.00915902034420926	0.516108725455337	0.377715951039702	0.263335218602442	0.281235581819684	0.271781527412506	0.355906575913189	-0.0355053767051861	-0.123165147675794	0.113857599690679	0.306780524878426	0.252685275359409	0.422508098816239	0.189166233438439	1	0.231346348843722	0.260948992111088	0.702070149632811	-0.199469557437645	0.187065297947855	0.276773975086361	0.553412250485466	0.0744708629591017	0.0965758253002183	0.0403436744402527	0.0972448245814847	0.0802966018870828	0.442588676021341	0.0856743712489215	-0.0007700258791714	0.0739607210560844	0.227059581248947	-0.204233471076797	0.0885200131341133	-0.222240629225893	0.181304342460947	0.00684530159428838	0.39370863580761	0.240451116674684	-0.00392951691183416	0.00996067398729005	-0.0573569749967499	-0.0107462615278448	-0.0890349368369771	0.0880788033731641	0.307389016352343	0.285695296436448	0.315709454367985	0.247393755103083	0.302197298856964	0.366343902539048	0.32506002194552	0.436205632110108	0.409296304730255	0.311841792494746	0.32904221501647	0.4601324219647	0.433350008635395	0.406368228659102	0.399824048690463	0.246368139719836	0.443540333817561	-0.151741240892946	-0.397114074381704
ZINC	0.0510841367237834	0.584091478772742	0.530971937849255	0.158791295285011	0.343694138526247	0.391701099622856	0.247127890737917	0.0907359369336366	-0.0171921006216441	0.638457857235443	0.508595644977857	0.354757136487652	0.686783037058782	0.261810600970133	0.231346348843722	1	0.00637042811728929	0.392954648685023	-0.175729545836279	0.187345268337863	0.655908718773414	0.320811170564537	0.307677163574917	0.206599126356085	0.114675241272162	0.178577167719374	0.184825894069978	0.189181133083208	0.36710583273852	0.581641812276527	-0.016317226285648	0.0182347371521686	-0.0984239745868654	0.131573845538424	0.0620375961860596	0.0644256522544749	0.071504796793623	0.462384316005275	0.626497983408661	0.529999258350831	0.460030885755282	0.429291420392423	0.560416345728274	0.323014109388563	0.597225733661427	0.628015230461855	0.608139673458736	0.501319289096362	0.588215075820046	0.490362901977731	0.0493415407764687	-0.0997602060160271	0.194979566643461	0.206421670650232	0.110617091947497	-0.111837651271888	0.424987099755258	-0.0939213268263302	0.0371633945083274	-0.0591137650995881	0.0219072842788533	0.440258094867404	-0.16054364333315	-0.103365412793505
COPP	-0.0143088845720344	-0.0042931330630573	0.165560119584359	0.306920466750687	-0.227741116520502	-0.0555104987858815	0.0541770339560133	0.126939690856773	0.684839124360452	-0.080896163048248	0.437354532362695	0.706051315204853	0.0463374157935744	0.600832234772921	0.260948992111088	0.00637042811728929	1	0.208055752702711	0.529983660629329	0.4131053824137	-0.0141397664136775	0.313216493168592	0.540259557392348	0.588038955798956	0.160702681371612	0.704126742576842	0.467280212608321	0.172343257673981	0.386457356491164	-0.112163202190222	0.534687336522668	0.439963576482283	0.18042685025521	0.416149019204298	0.338620192291854	0.548380869355686	0.498293326556971	-0.169318931051811	-0.130046816848918	-0.230558451261597	-0.244102167241352	-0.165634188391752	-0.215065256925968	-0.149170277134769	-0.240912302192202	-0.0762089959033621	-0.135466040146199	0.163885986014766	-0.174577401316191	0.189365736885428	0.184774564608238	-0.0455299335383085	0.499390992509598	0.493168133179746	0.541345784240431	0.124244801755376	-0.15600625298338	0.0917444763006008	0.0171606286149546	0.0756282515617642	0.052196931447487	0.0173548929468968	0.310978563552583	0.247136737538914
SELE	-0.0304023141255287	0.848833668218116	0.474871848820786	0.0417624817257529	0.267628451733575	0.162559223711788	0.236236465524127	-0.0777589398397525	-0.200426191453832	0.204250571439418	0.223541413738586	0.324347100488258	0.752311744933565	0.314881302976345	0.702070149632811	0.392954648685023	0.208055752702711	1	-0.182199649254635	-0.00216483308882634	0.532594147821786	0.818468747576102	0.375967845183228	0.0115989639804274	-0.0172368530954701	0.0343779586611324	0.00029984263146162	0.748211226808154	0.0519608567142234	0.094338593556716	-0.0300694706961793	0.0962686362132881	-0.211615596152218	-0.101850457983662	-0.0821774673111754	0.124972244123135	0.053371595962826	0.55521921606289	0.391137554080437	0.211096917818838	0.21879894690248	0.125314236677391	0.204440169003992	0.0722817679689639	0.302302744462412	0.446801595985752	0.384886480779645	0.421311393075463	0.481323800059388	0.394441748375622	0.524507734229328	0.149501201773813	0.394682823523671	0.348420485225166	0.304580666601833	0.392973821900115	0.557070433465199	0.512301434755396	0.542592194119777	0.51899209329688	0.485002416254747	0.68074031066962	-0.268719282215404	-0.433853135553054
VC	-0.162805244409764	-0.306979199847438	0.011378718889396	0.11158320914321	-0.446277395094444	-0.26877969802535	-0.292064176715589	0.155855148624285	0.74034866290786	-0.150415193926431	0.253343821640521	0.415096948164718	-0.249587229184197	0.502939247047713	-0.199469557437645	-0.175729545836279	0.529983660629329	-0.182199649254635	1	0.0495537746038647	-0.276556830256406	0.0223436348725823	0.36954256431288	0.359150806312336	-0.0922691276351344	0.650438096948625	0.216310036798362	-0.07138268346688	0.456298095627443	-0.00311288517677347	0.519128734351925	0.531680335161346	0.279593700706145	0.150804491834525	0.408388422967341	0.591282602598549	0.609376240558709	-0.372123069217012	-0.292315509484323	-0.291483332075205	-0.318356627474215	-0.220683806199602	-0.307366888993568	-0.177046070906756	-0.338510831236209	-0.248369847820309	-0.350740160973577	0.096912824437496	-0.220935231487757	0.12341877832785	0.126483387107059	-0.11589493129456	0.336782685102706	0.333428233596295	0.455623467269969	0.0636190369038058	-0.426011429466877	-0.0263544570477882	-0.0960335590104998	-0.0245180077539489	0.0519331361110813	-0.195488006577092	0.475773200003663	0.29138003210358
VB1	0.294650637590824	-0.0314647995734817	0.257181683429904	0.512184500575649	0.28185292181465	0.290489193315598	0.315111205711488	0.242659251726755	0.361761595031134	0.251531344033832	0.452054342534949	0.254597818052933	0.078853845656825	0.451454032731886	0.187065297947855	0.187345268337863	0.4131053824137	-0.00216483308882634	0.0495537746038647	1	0.0696257873360088	0.202998686263998	0.283156391692179	0.405585499099384	0.245339768654808	0.332094549092	0.37159389995142	-0.0572010636013356	0.188307898212808	0.111017724014976	0.145050670949219	0.053341651234862	0.074849615443007	0.442598330370768	-0.111186043002856	0.174422356307544	-0.00844161605390373	-0.163537703161704	0.219185883872881	0.11732477981785	0.0784875486069598	0.170324537734407	0.119607541144946	0.088766304990024	0.130089696210915	0.222601743030824	0.273815292642892	0.223011962279424	0.00529241839371823	0.241699048000992	-0.0577192787156561	-0.0384616084935252	0.262745088930604	0.294785648834931	0.198289362268379	-0.150459374970023	-0.126036371758795	-0.184883112139345	-0.172958404744564	-0.199358893773789	-0.205383090435669	-0.150530562317173	0.124028312928204	0.262318408560261
VB2	0.0851663605357326	0.730555953147313	0.636177234520867	0.0907308078891055	0.344398936586033	0.310095698698298	0.354658140266339	0.181800258640585	-0.148398433528986	0.612380723207368	0.116149002929769	0.379244549883671	0.811345411809149	0.304378128128031	0.276773975086361	0.655908718773414	-0.0141397664136775	0.532594147821786	-0.276556830256406	0.0696257873360088	1	0.3349893582522	0.254752285701275	0.0193277952429034	-0.0146305868392461	0.0432768092213567	0.00720616193687377	0.266912847227648	0.14326036016559	0.285842586901855	-0.045152311025987	-0.0610236868975392	-0.0658599793803875	0.0849134586282592	0.242137945312636	0.129387889571681	0.170771787675945	0.723382236929505	0.701263875901924	0.603601235747443	0.585079053320865	0.52649973064996	0.606596904712268	0.42735770977183	0.635043962441254	0.720595928587896	0.672177269495478	0.620449827342037	0.690630097558454	0.600054940894504	0.239537743712688	0.0273748874913735	0.269881001656407	0.264175737241725	0.135896990560713	0.0392372624685801	0.688609550642262	0.0773984330583587	0.240452583531796	0.140801573730389	0.266130287517489	0.697610004826719	-0.192006344010885	-0.285214188190209
NIAC	0.201821462588012	0.696240759549355	0.532459096949083	0.217981127728047	0.352104510609077	0.33068762628732	0.209565501209172	0.0886303785365153	-0.0172791451640259	0.129732668433917	0.319746600892774	0.290461912304613	0.605820145914486	0.498397129137663	0.553412250485466	0.320811170564537	0.313216493168592	0.818468747576102	0.0223436348725823	0.202998686263998	0.3349893582522	1	0.578547365688929	0.102426733559048	0.0918589794950215	0.0469917248019316	0.103464377492866	0.615176445926309	0.0713150901561221	0.0741287604725315	0.0109578058667077	0.106299533997902	-0.0303009758615219	0.108269398466131	-0.204469998421235	0.197123053547503	-0.0160784581426802	0.29552355023996	0.399662558366221	0.193997360946342	0.184460685617828	0.106280819838148	0.146689133282175	0.0707942711482602	0.313914682757974	0.462149602869356	0.396229329085454	0.501158173351673	0.524288139529667	0.468558942587731	0.684970494769472	0.202211976321977	0.462877218677726	0.416403884874838	0.407149440414845	0.522104798352067	0.293751156205409	0.529095474911181	0.532378258984021	0.511022643091957	0.501102994117424	0.435695546861998	-0.14591272593246	-0.259085057621844
VB6	-0.0161359996916241	0.355452201440436	0.242706731570503	0.0947764171254941	-0.121362833542401	-0.00180535098239733	-0.116192556598482	0.0922001612859035	0.340318743129619	0.067356031563604	0.452512446858452	0.417303898735011	0.343715261091294	0.627942393681934	0.0744708629591017	0.307677163574917	0.540259557392348	0.375967845183228	0.36954256431288	0.283156391692179	0.254752285701275	0.578547365688929	1	0.563737357968624	0.393116391147534	0.398488620857972	0.535143761765332	0.501325343789253	0.34155410270376	0.192081410953366	0.255703774829577	0.194276945813569	-0.0154975820143843	0.216781384106254	0.230651076268266	0.399663595673589	0.345807212517198	0.0727364775184426	0.0735282188142198	0.00139757922847123	-0.0476592709756637	0.0658338403912001	0.00351945416542207	0.0911227214511719	0.0567024845324585	0.111681645477358	0.0242960033334687	0.233451701376162	0.205588495494519	0.224495713375701	0.381576144596318	-0.0157225291430143	0.362630561880089	0.322977928976773	0.47487626134139	0.262794623601821	0.0153675767813181	0.242963846608796	0.247127556657695	0.260183848602494	0.357804335786996	0.269741218279769	0.342427262579096	0.467991866613253
FOLA	-0.0748047804292048	-0.174245089163579	0.131822268017837	0.522986131331852	0.0297728472502486	0.131232456119867	0.210336605647473	0.296731147631226	0.615897224909205	0.23276446989982	0.708832129879301	0.400183527188486	-0.0184466727147767	0.282053980580796	0.0965758253002183	0.206599126356085	0.588038955798956	0.0115989639804274	0.359150806312336	0.405585499099384	0.0193277952429034	0.102426733559048	0.563737357968624	1	0.75055244145446	0.649632654849356	0.970134511750554	0.100972863573315	0.548683931772972	0.382063198740057	0.344718955162231	0.329089601074098	-0.040691853202496	0.349031789117116	0.236390308324137	0.47956731164503	0.361643576525241	-0.220356617075837	0.0142737788841461	-0.0142641279717172	-0.0661994218673855	0.0659980509244834	-0.0346629500033288	0.136832323705519	-0.0253668488820963	0.0134491013236844	0.0190765881738172	0.058119186404953	-0.191231646959142	0.0876575031198958	-0.154005369624801	-0.167721429101952	0.354007315910555	0.370460136356655	0.440431395091455	-0.212649341255823	-0.240902911006541	-0.192079775118058	-0.210180657255186	-0.196355688505058	-0.167247190863794	-0.170816706247274	0.542225740999453	0.672526218655989
FA	0.132837022278575	-0.162717837948553	0.0631875062878725	0.487371485287857	0.288047196360521	0.312525712042698	0.310652655834958	0.359297379708361	0.115017733211103	0.175679944649537	0.470819937060143	-0.0446959092156489	-0.078365841440084	-0.195752581102637	0.0403436744402527	0.114675241272162	0.160702681371612	-0.0172368530954701	-0.0922691276351344	0.245339768654808	-0.0146305868392461	0.0918589794950215	0.393116391147534	0.75055244145446	1	-0.0147548084070921	0.888411518886557	0.109104216520476	0.0774005165353851	0.277523669926237	-0.120545081119557	-0.0919830035006215	-0.194377271096887	0.152647695399154	-0.133837465827052	0.0848121775269919	-0.128712213189864	-0.197630101668244	0.131681186225191	0.119844608439349	0.101263503380752	0.189258086491882	0.117850441170374	0.334156078172162	0.168296159652327	0.0848814570779489	0.161962418172964	-0.0710101922228644	-0.114059677383457	-0.0637340853716151	-0.16529780390286	-0.028874265744454	0.125971918380944	0.139445591660905	0.194508381506273	-0.143957299039117	-0.199464022826155	-0.156199335951064	-0.160734357084783	-0.181520615422574	-0.195450140443163	-0.273771640920183	0.403797503573156	0.676419543480137
