Variables	Min	FirstQu	Median	Mean	ThirdQu	Max	SD
V_REDOR_OTHER	0	0.027375	0.105683333333333	0.206054333333333	0.2973625	0.928973333333333	0.259993913310012
V_STARCHY_TOTAL	0	0.103666666666666	0.304266666666667	0.505543055555555	0.6163	2.68782083333333	0.669461873723004
V_STARCHY_POTATO	0	0.0458	0.2596	0.44895	0.502958333333334	2.64486666666667	0.673654133062408
V_STARCHY_OTHER	0	0	0.0429541666666667	0.0565930555555555	0.0712666666666666	0.222933333333333	0.0650071986372994
V_OTHER	0.151661526666667	0.755965	1.21608333333333	1.239142074	1.61138666666666	3.051445	0.746867731458128
V_LEGUMES	0	0.01675	0.3285	0.268403888888889	0.4573	0.838416666666667	0.265262467259082
G_TOTAL	0.0285	2.736575	4.42006666666667	4.924008136	6.06210833333333	15.041408	4.04171882945799
G_WHOLE	0	0	0.0908333333333333	0.868427777777777	1.45388333333333	3.43093333333333	1.12914691572371
G_REFINED	0.0285	1.03725	3.37073333333333	4.05558035822222	4.47914166666667	15.041408	4.21997944863105
PF_TOTAL	0.516630416666667	2.968096875	7.43375	7.35075119444443	11.2395208333333	15.3085483333333	4.80900187719116
PF_MPS_TOTAL	0	0.0336	6.36858	4.87484033333333	9.05658	10.80309	4.49129116710126
PF_MEAT	0	0	0	1.20875244444444	2.11919666666667	6.09338666666667	1.82531307265333
PF_CUREDMEAT	0	0	0.2016	0.541013555555555	0.830016666666667	2.75831	0.810146541312583
PF_ORGAN	0	0	0	0	0	0	0
PF_POULT	0	0	0	0.582224333333333	1.1422075	2.1878	0.904764786207899
PF_SEAFD_HI	0	0	0	1.426538	2.473065	6.55212	2.11850999682796
PF_SEAFD_LOW	0	0	0	1.116312	0.65122	7.88803	2.30060442757426
PF_EGGS	0.00685	0.330606666666667	0.729883333333333	1.04168177777778	1.83548	2.4911	0.940836886541746
PF_SOY	0	0.0315	0.470166666666667	0.548810555555556	0.973349999999998	1.67393333333333	0.593597434521497
PF_NUTSDS	0	0.0645	0.40284375	0.885418527777777	1.78437354166666	3.43315	1.0729232513754
PF_LEGUMES	0	0.067	1.3185	1.07778	1.81468333333333	3.438775	1.07246390124896
D_TOTAL	0.126133333333333	0.6549675	1.51991333333333	1.68144405555555	1.99547375	4.76361833333333	1.30817805421724
D_MILK	0.118	0.287553333333333	0.59258	0.628927888888889	0.644516666666667	1.93546666666667	0.500414667628721
D_YOGURT	0	0	0	0.0944311666666667	0.172435416666667	0.50225	0.141384944722648
D_CHEESE	0	0.2034375	0.394833333333333	0.754512555555556	1.11668166666667	3.50701833333333	0.909098670530249
OILS	16.16238392	28.8304375	36.7139019733333	38.7288461942222	49.2312414483333	68.1927983333333	15.0288388458015
SOLID_FATS	4.94712583333333	10.9905879166666	14.19932	28.972038242	39.4202802083333	108.911844706667	28.2489156242971
ADD_SUGARS	0.1931	1.74572	2.5806	7.16027702111111	9.46076166666667	24.1164433333333	8.06733600240866
A_DRINKS	0	0	0	0.252466666666667	0.268	1.13	0.423845859223554
Diet	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
Gender	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
Age	22	31.5	43	44.2	56.5	71	14.9341411346141
Weight	53.9	64	73	72.6438333333333	80.5	90.7235	11.9324861602785
Height	152	161.15	169	168.9	176.4	186	10.2395591422957
BMI	18.7898335	22.917504915	26.44897959	25.5254627746667	27.64485334	35	4.11821791973455
Waist.Circumference	70	78	85	85.5	92.75	110	10.9707403057926
