	BMI	F_TOTAL	F_CITMLB	F_OTHER	F_JUICE	V_TOTAL	V_DRKGR	V_REDOR_TOTAL	V_REDOR_TOMATO	V_REDOR_OTHER	V_STARCHY_TOTAL	V_STARCHY_POTATO	V_STARCHY_OTHER	V_OTHER	V_LEGUMES	G_TOTAL	G_WHOLE	G_REFINED	PF_TOTAL	PF_MPS_TOTAL	PF_MEAT	PF_CUREDMEAT	PF_POULT	PF_SEAFD_HI	PF_SEAFD_LOW	PF_EGGS	PF_SOY	PF_NUTSDS	PF_LEGUMES	D_TOTAL	D_MILK	D_YOGURT	D_CHEESE	OILS	SOLID_FATS	ADD_SUGARS	A_DRINKS
V_STARCHY_TOTAL	0.292021621894336	-0.335626801331506	-0.194299409069495	-0.294527010573343	-0.216201076242272	0.584452116548408	-0.130634820460049	0.548380043295086	0.803176277572505	0.0452215147268822	1	0.995334264153419	-0.016139244953917	-0.0149720236905245	0.0391959580247933	0.103389648532136	-0.0493356988343744	0.112223091885179	-0.32116866940973	-0.308621601243685	-0.0535552943947794	-0.040404692143721	-0.12301084734522	-0.373187636224959	-0.153752181733835	-0.21616173292819	0.293525323954558	-0.120469203875646	0.0407076787179414	-0.0278960742574886	-0.070577232353748	-0.294369780149591	0.122457998018455	0.400708701395232	0.0728482621408624	0.0914790893659071	0.108002269009998
V_STARCHY_POTATO	0.320335370406988	-0.305075407548766	-0.193280954324155	-0.249558348818235	-0.220368607757863	0.575715630173111	-0.121886769291644	0.568484296473758	0.829737312006588	0.0501018954510542	0.995334264153419	1	-0.112538176615923	-0.0444306477717389	0.0568415930102777	0.136589829789812	-0.0450525475152774	0.142874779222422	-0.368274463591443	-0.341653532301829	-0.0264625795952037	-0.041310053271723	-0.133135104499275	-0.389564661658723	-0.220352187457942	-0.268554831559186	0.262280807093105	-0.130102518835841	0.0581030738533131	-0.00312473707932721	-0.0512364418730225	-0.283588150655673	0.144211897352944	0.416901000842952	0.0949109096148784	0.138966623483921	0.131361197585031
V_STARCHY_OTHER	-0.312240867245828	-0.294952536058416	0.00197620058193022	-0.447005744717002	0.0571297623811238	0.0528433063282018	-0.0822294436888023	-0.243700158383704	-0.327041840310497	-0.0534905216053568	-0.016139244953917	-0.112538176615923	1	0.306238245765078	-0.185385231362106	-0.350713090553482	-0.0412036605266084	-0.324873315691621	0.508858034017397	0.362204789070799	-0.277301621903321	0.011987706440568	0.112848133797859	0.193777773663504	0.700075362295936	0.556877303425824	0.304850294336257	0.107596708206286	-0.182889544922884	-0.254900479347912	-0.195872544109978	-0.0927438027793536	-0.233327696020375	-0.19363831247024	-0.233327889563702	-0.498001427117663	-0.24902799441855
V_OTHER	-0.35687135431738	-0.0685901363381617	0.0436689949275999	-0.121382962553123	-0.0117825083821725	0.686929354281595	0.505149678770856	0.154853616896512	-0.0226262572735595	0.291443204709292	-0.0149720236905245	-0.0444306477717389	0.306238245765078	1	0.188235194816774	-0.599145885464464	0.164107423765547	-0.61774722602308	0.248269251331646	0.119572263606387	-0.555242157642852	0.202416632314131	0.130547575520614	0.480649663577418	0.108737302298041	0.242385978583915	0.216171679352841	0.280102812796256	0.189026462667804	-0.461428715740996	-0.0891438484768673	0.0754371218773744	-0.608274528169641	0.474177194177814	-0.581890170241208	-0.556152283943667	-0.548892403326673
V_LEGUMES	-0.419114074589672	0.344117184327287	0.398915930646507	0.229959496226152	0.0807380442608517	0.339066239101438	0.275264062387852	0.494476098078133	0.293199218124212	0.522337531238736	0.0391959580247933	0.0568415930102777	-0.185385231362106	0.188235194816774	1	-0.0365537165725959	0.53997732289706	-0.179492242198906	-0.610801206535845	-0.578475322991666	-0.5431984210668	-0.573108025692515	-0.401665511831388	-0.362972423348184	-0.00431144364205791	-0.617289861552451	0.374683770658523	0.0178155390980252	0.99978988113974	-0.630619535351974	-0.505981543681898	0.071018086297786	-0.509207319875781	0.0899429362501186	-0.659920765721182	-0.20133011716722	-0.465447536520544
G_TOTAL	0.442798530432168	0.0383057281432639	-0.116940521687277	0.194069072545439	-0.200453338870191	-0.339028635795373	-0.46297978016732	0.141848731776825	0.224251030890023	-0.00673092424946729	0.103389648532136	0.136589829789812	-0.350713090553482	-0.599145885464464	-0.0365537165725959	1	-0.0216669520344748	0.963555403768592	-0.319022530095074	-0.151468771567871	0.304132527958373	0.0206361994499582	-0.268908976898204	-0.345937643222045	-0.11995719420548	-0.378230579371659	-0.273790367756182	-0.312711136832248	-0.0338952812465617	0.241564874327645	-0.173516240820085	-0.197646866873673	0.696116666761334	0.181926195129678	0.642338504778718	0.880814502823831	0.813604919796513
G_WHOLE	-0.128450142584449	0.634403910758488	0.456485950978602	0.569281715451216	0.214542391454425	0.432007892314411	0.732232062652414	0.573904172099342	0.11158270567888	0.861768682332606	-0.0493356988343744	-0.0450525475152774	-0.0412036605266084	0.164107423765547	0.53997732289706	-0.0216669520344748	1	-0.288323357625143	-0.60192432465118	-0.677767421277247	-0.51879287894484	-0.541745427375961	-0.524703671908398	-0.44204494576313	-0.107357953062248	-0.444011557388063	-0.00917492469321477	0.53366751780642	0.532898314182708	-0.441929927786077	-0.483982637002154	0.351390900980899	-0.314470138520455	0.333649369165442	-0.479085114498411	-0.0536177830600564	-0.442836792765345
G_REFINED	0.458463427127622	-0.133060893608245	-0.234143418013405	0.0335475405190971	-0.249391241486622	-0.440300438144901	-0.639347111316808	-0.0177037439635031	0.184921835664699	-0.237031474958096	0.112223091885179	0.142874779222422	-0.324873315691621	-0.61774722602308	-0.179492242198906	0.963555403768592	-0.288323357625143	1	-0.144488469588503	0.036280936686112	0.43009961687107	0.164720208421827	-0.117153874456867	-0.213045824097749	-0.0861640094215488	-0.243448430604584	-0.259769949145288	-0.442295879491698	-0.175051962524938	0.349608602124814	-0.0366865189248069	-0.283320103814844	0.750854563420748	0.0849661418178856	0.743394404461549	0.85795368431651	0.897727149839589
PF_TOTAL	-0.0863585192892812	-0.575137092564529	-0.461215006670429	-0.472776599712383	-0.237983004312443	-0.252960674436763	-0.219674651621155	-0.568777345427386	-0.514350288174008	-0.402968584542574	-0.32116866940973	-0.368274463591443	0.508858034017397	0.248269251331646	-0.610801206535845	-0.319022530095074	-0.60192432465118	-0.144488469588503	1	0.960609434796671	0.309519821385799	0.471072021855054	0.559990739257388	0.718742137127113	0.581780337345502	0.845614130902046	0.0260521130458228	-0.294917856930649	-0.608902412763743	0.126557109432085	0.316350534020942	-0.186438870948555	-0.113706919272469	-0.24634442267429	0.137054916301408	-0.281302915652826	0.0908312855690756
PF_MPS_TOTAL	-0.0235457174425543	-0.672340799509436	-0.480306441823189	-0.544720853323416	-0.405300757483151	-0.34125732044409	-0.329302115749549	-0.565505459558462	-0.475561645297711	-0.440681050746214	-0.308621601243685	-0.341653532301829	0.362204789070799	0.119572263606387	-0.578475322991666	-0.151468771567871	-0.677767421277247	0.036280936686112	0.960609434796671	1	0.475394982953387	0.473833686459563	0.598005866501868	0.678621902426729	0.548095021626775	0.747558062943316	-0.057445551254862	-0.50418262426718	-0.573850863951778	0.152416417478696	0.300296849387092	-0.290455940718876	-0.0276573601742305	-0.2518190845631	0.238201967311976	-0.101323734811429	0.263611617721402
PF_MEAT	0.531092266207391	-0.396903178504732	-0.244471631491519	-0.31398287574476	-0.330362914790426	-0.548691955271685	-0.433785310009635	-0.406223010913145	-0.192031417718926	-0.483675782994839	-0.0535552943947794	-0.0264625795952037	-0.277301621903321	-0.555242157642852	-0.5431984210668	0.304132527958373	-0.51879287894484	0.43009961687107	0.309519821385799	0.475394982953387	1	0.102559025739681	0.19793407654974	0.21729672646971	-0.179384465066825	0.0951841659301875	-0.392702006695938	-0.468907497084586	-0.538090829178955	0.405657510302876	0.246945501244319	-0.209835673665506	0.39095220143494	-0.261257002996138	0.566710811758979	0.518129195369298	0.610226074987503
PF_CUREDMEAT	0.181001135904489	-0.253765764846895	-0.330573412697124	-0.128231514635785	-0.116593818521556	-0.0866215089432098	-0.22223575464553	-0.367506463016344	-0.132307566267148	-0.483855193019579	-0.040404692143721	-0.041310053271723	0.011987706440568	0.202416632314131	-0.573108025692515	0.0206361994499582	-0.541745427375961	0.164720208421827	0.471072021855054	0.473833686459563	0.102559025739681	1	0.70786476838195	0.221272350278619	0.00937031015962764	0.486900888581158	-0.417779329831185	-0.0678896564758923	-0.569182063171391	0.434466855247074	0.330831814447558	0.0223928665564139	0.389690701682891	0.127635576004632	0.503467701058804	0.180311273293625	0.377264361712408
PF_POULT	0.096293477295329	-0.371225018760796	-0.264448515674198	-0.31632787285883	-0.179464350052442	-0.170753940763657	-0.24098411501236	-0.382009514298034	-0.192866853059578	-0.44112395417712	-0.12301084734522	-0.133135104499275	0.112848133797859	0.130547575520614	-0.401665511831388	-0.268908976898204	-0.524703671908398	-0.117153874456867	0.559990739257388	0.598005866501868	0.19793407654974	0.70786476838195	1	0.106483073098401	0.269799695386025	0.381590233879543	-0.206450935980698	-0.213703422987108	-0.398837374372035	0.118544806840522	0.161166249349477	-0.0116549153960412	-0.0132798441204168	-0.278215466881505	0.116011113330751	-0.114738713276698	0.192181683620656
PF_SEAFD_HI	-0.199876494900663	-0.392682187684189	-0.242968136425634	-0.351544011167599	-0.205015383432591	-0.0612932660439154	0.0149850374260328	-0.457351748413391	-0.470388773029465	-0.260564500572559	-0.373187636224959	-0.389564661658723	0.193777773663504	0.480649663577418	-0.362972423348184	-0.345937643222045	-0.44204494576313	-0.213045824097749	0.718742137127113	0.678621902426729	0.21729672646971	0.221272350278619	0.106483073098401	1	0.111770122954552	0.572009292967604	0.0973274682968185	-0.174660253683346	-0.360119031253331	0.0270674137202216	0.368613119575072	-0.119724706392735	-0.246587382840925	0.0327406496846978	-0.0464922799610885	-0.297906070940113	-0.10456512640053
PF_SEAFD_LOW	-0.384890317301046	-0.400697225978372	-0.299552486697074	-0.321022058471872	-0.228700647657716	-0.0767766603636532	-0.139470377936996	-0.0808910925594672	-0.220445280119527	0.107253705347229	-0.153752181733835	-0.220352187457942	0.700075362295936	0.108737302298041	-0.00431144364205791	-0.11995719420548	-0.107357953062248	-0.0861640094215488	0.581780337345502	0.548095021626775	-0.179384465066825	0.00937031015962764	0.269799695386025	0.111770122954552	1	0.535616694982404	0.338112107284821	-0.343456083775454	-0.0044581468386392	-0.248841136544819	-0.129002029677793	-0.293603260790989	-0.269112332950648	-0.250004893112647	-0.16471379597218	-0.352938730667368	-0.0816713519177876
PF_EGGS	-0.326291189475693	-0.436437180255183	-0.290538705800194	-0.385642904219064	-0.206593313385021	-0.124901572336871	0.0216703407005059	-0.507839037038197	-0.49447084445944	-0.320437201929854	-0.21616173292819	-0.268554831559186	0.556877303425824	0.242385978583915	-0.617289861552451	-0.378230579371659	-0.444011557388063	-0.243448430604584	0.845614130902046	0.747558062943316	0.0951841659301875	0.486900888581158	0.381590233879543	0.572009292967604	0.535616694982404	1	-0.0891844212265627	-0.166683147912428	-0.615226972146645	0.395372066622594	0.560748054508342	-0.1452663394361	0.050251455855131	-0.113108120334603	0.246071034329457	-0.316604519927901	-0.0588423935582288
PF_SOY	-0.287883472463963	-0.155343510794534	-0.148440452993025	-0.146104749813913	0.0317628197231864	0.279538481479794	-0.155020398329424	0.24620738506906	0.268423829509618	0.123290358137659	0.293525323954558	0.262280807093105	0.304850294336257	0.216171679352841	0.374683770658523	-0.273790367756182	-0.00917492469321477	-0.259769949145288	0.0260521130458228	-0.057445551254862	-0.392702006695938	-0.417779329831185	-0.206450935980698	0.0973274682968185	0.338112107284821	-0.0891844212265627	1	-0.117809063865707	0.367208505242388	-0.565488921120008	-0.260617855112727	0.0267229280553935	-0.583447412533431	-0.216931331410428	-0.574619631243258	-0.593552887582648	-0.397019291856859
PF_NUTSDS	0.156885470318105	0.705242096937488	0.280239662875086	0.580163469049417	0.793513681410713	0.249576389959979	0.460617594030711	0.126983900999282	-0.029587364388495	0.251317631498326	-0.120469203875646	-0.130102518835841	0.107596708206286	0.280102812796256	0.0178155390980252	-0.312711136832248	0.53366751780642	-0.442295879491698	-0.294917856930649	-0.50418262426718	-0.468907497084586	-0.0678896564758923	-0.213703422987108	-0.174660253683346	-0.343456083775454	-0.166683147912428	-0.117809063865707	1	0.00929486132841992	-0.104612314001233	-0.186649546926383	0.492809330872223	-0.115148093425673	0.169171664858246	-0.280688305050301	-0.230684880604766	-0.425117061606755
PF_LEGUMES	-0.422431319815076	0.333257876074449	0.40263231260277	0.215338525347418	0.0710341845707232	0.336948089229063	0.270548402817549	0.488070366439958	0.289879405611648	0.515036310499044	0.0407076787179414	0.0581030738533131	-0.182889544922884	0.189026462667804	0.99978988113974	-0.0338952812465617	0.532898314182708	-0.175051962524938	-0.608902412763743	-0.573850863951778	-0.538090829178955	-0.569182063171391	-0.398837374372035	-0.360119031253331	-0.0044581468386392	-0.615226972146645	0.367208505242388	0.00929486132841992	1	-0.627742506992479	-0.505079229622265	0.0594488144199813	-0.503319993191607	0.092416803604163	-0.655164957593753	-0.197087411833324	-0.461198376961096
D_TOTAL	0.117414056004901	-0.0245341356409377	-0.0741216238342897	0.0218366421012238	-0.0373036424887785	-0.422012473480155	-0.183102606600382	-0.405652719267115	-0.151813532116435	-0.527628588720162	-0.0278960742574886	-0.00312473707932721	-0.254900479347912	-0.461428715740996	-0.630619535351974	0.241564874327645	-0.441929927786077	0.349608602124814	0.126557109432085	0.152416417478696	0.405657510302876	0.434466855247074	0.118544806840522	0.0270674137202216	-0.248841136544819	0.395372066622594	-0.565488921120008	-0.104612314001233	-0.627742506992479	1	0.820120055386411	-0.110573080653468	0.797914468960581	-0.03600426983468	0.838684954382402	0.421281077799142	0.451414867297851
D_MILK	-0.212830341176465	-0.152235548916696	-0.116422097155177	-0.106215780159653	-0.128450122514713	-0.175055129324416	0.0332909546973489	-0.345674820302798	-0.15690576484544	-0.418848613934768	-0.070577232353748	-0.0512364418730225	-0.195872544109978	-0.0891438484768673	-0.505981543681898	-0.173516240820085	-0.483982637002154	-0.0366865189248069	0.316350534020942	0.300296849387092	0.246945501244319	0.330831814447558	0.161166249349477	0.368613119575072	-0.129002029677793	0.560748054508342	-0.260617855112727	-0.186649546926383	-0.505079229622265	0.820120055386411	1	-0.144739627191301	0.358798053850038	-0.0104699214410694	0.47255957226638	-0.00825989051292116	0.0977041215373721
D_YOGURT	-0.0235163758776766	0.714173346784299	0.505234865647285	0.582606833143093	0.427546921225911	-0.084740760663848	0.245842874250938	-0.175273201608766	-0.30524727096122	0.0397727843241838	-0.294369780149591	-0.283588150655673	-0.0927438027793536	0.0754371218773744	0.071018086297786	-0.197646866873673	0.351390900980899	-0.283320103814844	-0.186438870948555	-0.290455940718876	-0.209835673665506	0.0223928665564139	-0.0116549153960412	-0.119724706392735	-0.293603260790989	-0.1452663394361	0.0267229280553935	0.492809330872223	0.0594488144199813	-0.110573080653468	-0.144739627191301	1	-0.192902655075208	-0.270121709461306	-0.208801631231024	-0.0734745391008312	-0.195287359966057
D_CHEESE	0.392342615633207	-0.0187146172780093	-0.0589654165607066	0.0337706243186199	-0.0743487687442723	-0.444949331926632	-0.426009828522073	-0.249355011860855	0.0133099691755262	-0.443464801014856	0.122457998018455	0.144211897352944	-0.233327696020375	-0.608274528169641	-0.509207319875781	0.696116666761334	-0.314470138520455	0.750854563420748	-0.113706919272469	-0.0276573601742305	0.39095220143494	0.389690701682891	-0.0132798441204168	-0.246587382840925	-0.269112332950648	0.050251455855131	-0.583447412533431	-0.115148093425673	-0.503319993191607	0.797914468960581	0.358798053850038	-0.192902655075208	1	0.0915113857284539	0.940968260921707	0.761524794667398	0.755417863043034
OILS	0.163333805195992	-0.0177482201321719	-0.120762930654902	0.115035152794499	-0.199540952916443	0.736458041135621	0.456582785376101	0.61480916784804	0.492079165208117	0.506970819502159	0.400708701395232	0.416901000842952	-0.19363831247024	0.474177194177814	0.0899429362501186	0.181926195129678	0.333649369165442	0.0849661418178856	-0.24634442267429	-0.2518190845631	-0.261257002996138	0.127635576004632	-0.278215466881505	0.0327406496846978	-0.250004893112647	-0.113108120334603	-0.216931331410428	0.169171664858246	0.092416803604163	-0.03600426983468	-0.0104699214410694	-0.270121709461306	0.0915113857284539	1	0.0514640884720197	0.258917243016243	0.0401815944972786
SOLID_FATS	0.425487640632034	-0.179618956913281	-0.251181480973632	-0.0402084173973936	-0.200416284848763	-0.487665821991187	-0.461653929613971	-0.327619613724369	-0.0519688211540258	-0.505054858472408	0.0728482621408624	0.0949109096148784	-0.233327889563702	-0.581890170241208	-0.659920765721182	0.642338504778718	-0.479085114498411	0.743394404461549	0.137054916301408	0.238201967311976	0.566710811758979	0.503467701058804	0.116011113330751	-0.0464922799610885	-0.16471379597218	0.246071034329457	-0.574619631243258	-0.280688305050301	-0.655164957593753	0.838684954382402	0.47255957226638	-0.208801631231024	0.940968260921707	0.0514640884720197	1	0.748747702673265	0.815194549902154
ADD_SUGARS	0.57971605480719	0.0855806838514437	0.00490568123113463	0.195099020860399	-0.217958862850299	-0.318041705214301	-0.313517903302327	0.0265227315863524	0.139510894029076	-0.110279561142647	0.0914790893659071	0.138966623483921	-0.498001427117663	-0.556152283943667	-0.20133011716722	0.880814502823831	-0.0536177830600564	0.85795368431651	-0.281302915652826	-0.101323734811429	0.518129195369298	0.180311273293625	-0.114738713276698	-0.297906070940113	-0.352938730667368	-0.316604519927901	-0.593552887582648	-0.230684880604766	-0.197087411833324	0.421281077799142	-0.00825989051292116	-0.0734745391008312	0.761524794667398	0.258917243016243	0.748747702673265	1	0.856250820453121
A_DRINKS	0.593230236081509	-0.225496401353474	-0.253882694609037	-0.0779737132507578	-0.279340524646813	-0.458748852270257	-0.655611612263674	-0.172554729826635	0.0876166750693866	-0.394477982190427	0.108002269009998	0.131361197585031	-0.24902799441855	-0.548892403326673	-0.465447536520544	0.813604919796513	-0.442836792765345	0.897727149839589	0.0908312855690756	0.263611617721402	0.610226074987503	0.377264361712408	0.192181683620656	-0.10456512640053	-0.0816713519177876	-0.0588423935582288	-0.397019291856859	-0.425117061606755	-0.461198376961096	0.451414867297851	0.0977041215373721	-0.195287359966057	0.755417863043034	0.0401815944972786	0.815194549902154	0.856250820453121	1
