	BMI	PROT	TFAT	CARB	ALC	CAFF	THEO	SUGR	FIBE	CALC	IRON	MAGN	PHOS	POTA	SODI	ZINC	COPP	SELE	VC	VB1	VB2	NIAC	VB6	FOLA	FA	FF	FDFE	VB12	VARA	RET	BCAR	ACAR	CRYP	LYCO	LZ	ATOC	VK	CHOLE	SFAT	S040	S060	S080	S100	S120	S140	S160	S180	MFAT	M161	M181	M201	M221	PFAT	P182	P183	P184	P204	P205	P225	P226	VITD	CHOLN	VITE_ADD	B12_ADD
IRON	-0.0312606457682129	-0.295473579150649	0.0917418367302938	0.773297042829424	0.400400164193608	0.452430021680126	0.397197051452765	0.587393480877696	0.415331276817572	0.181697466720493	1	0.13302536493875	-0.132753598574292	-0.0190419334297081	0.255802166129967	0.0845248444214465	0.19594123959593	0.0221617740465036	0.192076517353788	0.405687034251604	-0.278568043664224	0.213884248430682	0.105932121597328	0.738901818099493	0.851433502700332	0.223763949230447	0.817658513562887	-0.0293707075398913	0.441293928009544	0.278407023420599	0.205069726997689	0.365856591938465	-0.301836700194045	0.25016985003117	-0.197845324375994	0.192110259632883	-0.00240369503923277	-0.391748664609937	0.0510041931955676	-0.0912650368541863	-0.117548135122484	-0.0849654106470666	-0.119124680778567	0.0853312158330575	-0.0234574614412687	0.0371611209681625	0.145071065726253	-0.0165801950851257	-0.295927695029297	0.0109635223165383	-0.2227022273964	-0.078911638329553	0.32249871756784	0.366860373343252	0.302614363518337	-0.263780776616384	-0.390956639590245	-0.224300975959794	-0.330207457593592	-0.302312264123211	-0.405660112888125	-0.395387082948075	0.275379189558923	0.408548938475849
MAGN	-0.269415028444561	-0.291213530928677	0.044857649066599	0.231418069055126	-0.278799656261781	-0.158721245947884	0.239513661261784	0.161524568293446	0.642677619192263	0.0707369918334268	0.13302536493875	1	-0.0190693884257361	0.342729493762596	-0.0827072845447162	-0.278238361423579	0.66775563758188	-0.0704604171552186	0.314870885135669	0.0520943607741637	-0.0186554227577034	-0.272446941660564	0.19994020791189	0.614597472697063	0.292705101722521	0.640143947183373	0.536407614868785	-0.0631810923749186	0.590235011577044	-0.054112926742489	0.643700359004167	0.538161817642035	-0.00764557356177736	0.31821618682014	0.499480200255203	0.603172008887934	0.530454396410533	-0.191706131849588	-0.0562629532698378	0.059591513090376	0.0949902792027556	0.176260485543762	0.0673516451451682	0.246642025330209	-0.0493752124032021	-0.0695451364682397	-0.108268587267555	0.0270448296710038	-0.276757548009357	0.0733368371072087	-0.232025047893433	-0.402412332380578	0.291303498251099	0.322636624163918	0.271865331288755	-0.324517295963148	-0.208838497804108	-0.204396091581435	-0.240915284995556	-0.189787557997974	-0.161501553167657	-0.168077963565019	0.384785991688064	0.362456836142677
PHOS	-0.00381886637027782	0.901304112670177	0.741476821533594	0.00894116508587303	0.456267021492386	0.247550135850832	0.516678333925658	0.138795288234558	-0.529629970633175	0.537037345418394	-0.132753598574292	-0.0190693884257361	1	0.113315675314328	0.38194137494507	0.792121609014441	-0.370922060082977	0.769589977228542	-0.58437503930005	-0.0978397332867478	0.906772423010391	0.629460518754898	0.151508765586362	-0.263853054154094	-0.0981272269657205	-0.309359762826999	-0.222400276722085	0.597795621165752	-0.030245293950211	0.486637383375197	-0.40945958864964	-0.307529465598415	-0.417287020335879	-0.114451132590809	-0.241541333680621	-0.0844502796353666	-0.254020409799418	0.90225544881815	0.754245976818417	0.692955472963433	0.693138144943851	0.609909619965175	0.674772032436455	0.511549432605484	0.717494124262989	0.785984692376352	0.718365576457898	0.722321840262207	0.827480704224562	0.693979515842156	0.606191649935686	-0.0557655114944584	0.383347176593662	0.346717458392931	0.156803280078058	0.234828719174628	0.874377147316701	0.307607189358349	0.522780518841295	0.40188300554187	0.552469860436045	0.832960043679159	-0.52950349658313	-0.590969455173621
POTA	0.00175216937245302	-0.00294565965499564	0.286249799164714	0.0804065370311161	-0.0913204859686185	-0.109290960393165	0.0697400497079643	0.0557950349444016	0.480823843736754	0.145932823902255	-0.0190419334297081	0.342729493762596	0.113315675314328	1	-0.0852440227020186	-0.121824989446956	0.429571604796385	-0.00710300514944137	0.498980906583647	0.528410102764156	0.0905731187800962	0.12587657845871	0.629348310561714	0.401315474682866	-0.0333972634876345	0.667231969688928	0.272486200004835	0.105752455902889	0.342129111540632	-0.0233746111280565	0.357590886206783	0.353508449666549	0.290275447087276	0.228735126032717	0.327465624310661	0.6881252696918	0.504982112975989	0.0337914692566458	0.0478385775347202	0.0176878685038073	-0.0112577322826488	0.0946235813312907	-0.0186756168564336	0.0149298963534473	-0.0589703381721314	0.101152880572992	0.018825731976153	0.35156730063844	0.126472761255751	0.373355786513219	0.217464755321911	-0.378908795465406	0.569674015526262	0.553679744081555	0.634601234210449	-0.0722284198094374	-0.017097890530145	-0.0593821940700411	-0.00573077813895633	0.0191264348990009	0.244309618502013	0.127542323006795	0.527820849632665	0.291944643098452
SODI	-0.0104817272510093	0.516259166341946	0.237903688212004	0.192766868778396	0.419988842227098	0.297007313171218	0.391198852955869	-0.116271295055529	-0.422748901670775	-0.118656425755636	0.255802166129967	-0.0827072845447162	0.38194137494507	-0.0852440227020186	1	0.0989209694758374	0.0578517678267769	0.786679985302208	-0.554453348822921	0.0649953349743524	0.14876970727074	0.736782002713647	-0.0731105291881982	-0.0440858844642328	0.177490086846604	-0.265359440041004	0.0280346388616567	0.644769023662535	-0.330089197780009	-0.133784258194508	-0.271969165594538	0.0106526857441185	-0.57115556646068	-0.0850357264176447	-0.598533276243142	-0.121532399576155	-0.371250168211866	0.367470148444554	0.160664330210444	-0.0405158056485779	-0.00413019846757292	-0.118472601707981	-0.0557774636178607	-0.169422140298772	0.054941854745394	0.21439113223786	0.223428082995267	0.139039838712761	0.194848390327264	0.111787268956237	0.5337471722307	0.619806309811749	0.366571510862207	0.307809068337296	0.235631046212574	0.577328553997966	0.46018252115979	0.649313893311796	0.57375271829822	0.576716026189577	0.285443254460439	0.384207597416075	-0.298308850511157	-0.546747597670263
ZINC	0.0856043111667381	0.652441654792602	0.70396094763836	0.158800061343717	0.51662525120905	0.444614352579786	0.480402751785728	0.351916268639024	-0.446995515013105	0.694385058531458	0.0845248444214465	-0.278238361423579	0.792121609014441	-0.121824989446956	0.0989209694758374	1	-0.661617243755012	0.419892544503226	-0.51086175447461	-0.048681398073275	0.766965063510066	0.401037526202182	0.00772829963071161	-0.204070777834055	0.0569839034035245	-0.385262192406949	-0.125703694953216	0.217702326399232	0.0914363921095038	0.729665754068013	-0.478403741580927	-0.322171626546273	-0.439840177785853	-0.0499441500086051	-0.324780886755779	-0.14929705776652	-0.33463151236825	0.671891337480991	0.793525248819147	0.746526588889162	0.716235552954263	0.633408689301968	0.73886018416863	0.580559151679497	0.784371990874682	0.793865912040679	0.779200625937669	0.670497997196627	0.742160839850536	0.650740791303602	0.295679861985981	-0.204235670270892	0.261507547911267	0.266351576405656	0.0778103588990069	-0.0740883570083402	0.624884365921557	-0.0610587799404193	0.1704410851443	0.0220010032014439	0.214818343035668	0.534755648036913	-0.376171056967971	-0.34143523159492
COPP	-0.0203148195669637	-0.449952304350234	-0.171357847856175	0.209691234361878	-0.298366643685702	-0.220091734553319	-0.0040272792329976	0.0366028760200659	0.690575257114439	-0.413284519054952	0.19594123959593	0.66775563758188	-0.370922060082977	0.429571604796385	0.0578517678267769	-0.661617243755012	1	-0.079221988882225	0.570790648442143	0.210384744178061	-0.430485150503431	-0.0519169627661284	0.358931072765027	0.625968862822797	0.262520000419898	0.693291972603519	0.534469726613256	-0.0870471673093393	0.361779540223466	-0.40552400742177	0.675732905615608	0.587315030619545	0.175858264025715	0.337217787912315	0.424274747116943	0.595815006459457	0.546550656268143	-0.430768048405446	-0.394099189132172	-0.409385950193556	-0.394003500368163	-0.354340936897963	-0.409480273262691	-0.253492460190425	-0.4755291450327	-0.372158156168079	-0.381128557499837	-0.196155866686292	-0.537924257866544	-0.155861468609027	-0.0751668696749795	-0.209180156280583	0.419864796086797	0.422325992974805	0.514484623475992	-0.0425733170914819	-0.405347982724228	-0.0548480726108586	-0.205460803319985	-0.0851478490418383	-0.137443695516601	-0.299979513466046	0.471810752109474	0.428041872755555
SELE	-0.0370105799611948	0.854546572728852	0.421163763297534	-0.0205358755417165	0.389900617870784	0.155909677362354	0.339292087820216	-0.102773789482872	-0.57248479087967	0.0100322320391342	0.0221617740465036	-0.0704604171552186	0.769589977228542	-0.00710300514944137	0.786679985302208	0.419892544503226	-0.079221988882225	1	-0.589203049651822	-0.193132431533075	0.555919171701541	0.845974513720888	0.191946511341127	-0.2090516006645	-0.0221938403010644	-0.306390391860005	-0.15780306395537	0.854228772421494	-0.199469415385887	0.0640406253242471	-0.276096978316664	-0.0818332685179763	-0.549795843659732	-0.25241514257855	-0.337338492660796	-0.155712648916011	-0.253031624485069	0.77111937566995	0.361147902796912	0.184246811298047	0.202868738385851	0.084359196568627	0.171678501496516	0.0338151992581593	0.264999732758687	0.421300463929638	0.381295619841591	0.362710105599737	0.49497973711037	0.327895957061589	0.687482223780022	0.302004379450896	0.370143040094101	0.295977355279038	0.216250355740679	0.546314745494066	0.802045474322198	0.652404873646197	0.707996714694622	0.676586852695313	0.584383863627937	0.803606274871145	-0.527027291022509	-0.651652480906826
VC	-0.220572029879125	-0.65535261613344	-0.379163036945491	-0.0343184452197939	-0.527797165705443	-0.423504587868276	-0.453397094228459	0.0157674131493231	0.806646860714626	-0.284062969396432	0.192076517353788	0.314870885135669	-0.58437503930005	0.498980906583647	-0.554453348822921	-0.51086175447461	0.570790648442143	-0.589203049651822	1	0.15077199591323	-0.541384382882495	-0.45612801618211	0.482220411926019	0.594962921741867	0.141654396591201	0.778164919139062	0.47220152697699	-0.303995796478173	0.618380898723403	-0.0585551114078386	0.680274922773011	0.536190959834445	0.41012087235443	0.13384542889441	0.715500983388839	0.508498872869833	0.800573346070007	-0.578904889287284	-0.53741926235111	-0.459913009855908	-0.504883275053904	-0.371284192526109	-0.473695522897863	-0.28034900885782	-0.55074256522209	-0.533032173941818	-0.558901645399974	-0.349402200560053	-0.551675637077109	-0.3123419766444	-0.358344717493592	-0.419825940189595	0.124856475574723	0.135447501721999	0.401279648220749	-0.301405836699522	-0.635352189279549	-0.347580512566848	-0.438843875011786	-0.326778063227592	-0.203668698809862	-0.437347456293618	0.699428302061018	0.830244199140447
VB1	0.413035347928956	-0.25590697521773	0.316445921051038	0.64493915830631	0.410358495521992	0.418181304661363	0.486088796214088	0.468336770427662	0.377376055569756	0.375354844089218	0.405687034251604	0.0520943607741637	-0.0978397332867478	0.528410102764156	0.0649953349743524	-0.048681398073275	0.210384744178061	-0.193132431533075	0.15077199591323	1	-0.126497245589831	0.106434990534313	0.0553195339713183	0.396867369784089	0.343613510700839	0.248651954146617	0.399649138358786	-0.33590466929462	-0.0220300780456194	0.0127860563082575	-0.0376816897128842	-0.00624683650409286	0.220396733666924	0.535011724657025	-0.369000882123776	0.347607433008776	-0.225624299756634	-0.336595946577621	0.243022029929524	0.141859239091404	0.127964158497277	0.214772119066454	0.146015734564564	0.201071625225618	0.144776887542675	0.235236912831225	0.308704218854161	0.319955928652647	-0.0472456353099625	0.354657500784295	-0.118704315940174	-0.223644920869059	0.379938135984287	0.444358266918784	0.277080009789011	-0.325876504544661	-0.338833221901358	-0.39470943322909	-0.408522598965195	-0.431414657372413	-0.371959273330101	-0.383442196824302	0.371063898429766	0.213067068153314
VB2	0.106151780350373	0.79455148718514	0.73004834414037	-0.0206573912137172	0.410884908577433	0.325423074221959	0.463198383711411	0.238141781927424	-0.491662150738543	0.610767417067568	-0.278568043664224	-0.0186554227577034	0.906772423010391	0.0905731187800962	0.14876970727074	0.766965063510066	-0.430485150503431	0.555919171701541	-0.541384382882495	-0.126497245589831	1	0.467164103085945	0.204897134989635	-0.306164313408879	-0.085742777179233	-0.388525588719946	-0.247830770591326	0.373463793154064	-0.0558439924817058	0.420526338534795	-0.376206005351246	-0.330295240153432	-0.344612834147955	-0.0273422857524206	-0.123282928034625	-0.10944494031069	-0.192653193055751	0.823422568070334	0.786543698575082	0.775933243762949	0.780323558355762	0.739668835393365	0.775146009473629	0.669283068866154	0.793735331612498	0.797123207620423	0.731096705499734	0.73590172431318	0.862291782659228	0.706640176154366	0.518272789417643	-0.0774651847638579	0.257144729985395	0.237092450743313	0.0468416595410194	0.149667048839634	0.782379756117545	0.150732694025125	0.389424090110164	0.247955538863431	0.473746362444852	0.728616910424802	-0.441099173120912	-0.436773752938889
NIAC	0.2961382045502	0.695792373626531	0.575312497717274	0.275175023450018	0.65863817196627	0.445776632911782	0.465259022508106	0.215761806037941	-0.429234593746288	0.143976307515925	0.213884248430682	-0.272446941660564	0.629460518754898	0.12587657845871	0.736782002713647	0.401037526202182	-0.0519169627661284	0.845974513720888	-0.45612801618211	0.106434990534313	0.467164103085945	1	0.29793749522136	-0.0622721872519719	0.210224204536868	-0.329524623238769	0.0266994206381669	0.637638725080203	-0.247837403977509	0.061510915077256	-0.3287512555248	-0.0961690760824154	-0.385495579617156	-0.0449459193757454	-0.461290363024661	-0.0274288449841466	-0.304195242420395	0.555534062683756	0.465942987624688	0.207115233719323	0.202934807786158	0.0795597398105889	0.153214422086858	0.0587228337383073	0.326110942845312	0.533133567185719	0.528808239058325	0.529048438294484	0.548819164286164	0.496511004918961	0.758493557319912	0.302389569739356	0.547149442123588	0.490580120259636	0.388488263430469	0.538250501243827	0.586131908805054	0.524820151681152	0.587052075624996	0.529900375429463	0.52407706278741	0.576563604797872	-0.365034708552112	-0.511767836567094
VB6	-0.0290041496319452	0.143166365146667	0.0842155382700773	-0.0183902493418468	-0.171964312901282	-0.130393343031069	-0.175101658313269	0.107404480909463	0.34228811053435	-0.133933526753936	0.105932121597328	0.19994020791189	0.151508765586362	0.629348310561714	-0.0731105291881982	0.00772829963071161	0.358931072765027	0.191946511341127	0.482220411926019	0.0553195339713183	0.204897134989635	0.29793749522136	1	0.451575318858726	0.233993475867783	0.449552204538419	0.400322178925726	0.340600713505358	0.482876603836738	-0.123092499791823	0.571882678194734	0.576619575681158	-0.157546342389927	0.11820181698052	0.466817646542088	0.486866985496122	0.649368110489673	0.100257795035897	-0.116283905023702	-0.210363449642304	-0.238226487999401	-0.175372203975476	-0.221146374912309	-0.109396471964392	-0.21227032403316	-0.0643081400191416	-0.123789939949949	0.104814479916697	0.00687409144391027	0.111482198891101	0.269754253200862	-0.227226743031274	0.420666278817689	0.369842815067597	0.610190535131353	0.118315896491547	0.030485122511665	0.114765267714588	0.138577666396131	0.181481979912455	0.359056899023943	0.28691533870646	0.450586339882057	0.455785008701901
FOLA	-0.107112497177466	-0.510863395785927	0.0263822467876697	0.630786459938289	-0.0189829246188317	0.17000266412797	0.23052530084843	0.498384660671654	0.859348020374868	0.0707662613739701	0.738901818099493	0.614597472697063	-0.263853054154094	0.401315474682866	-0.0440858844642328	-0.204070777834055	0.625968862822797	-0.2090516006645	0.594962921741867	0.396867369784089	-0.306164313408879	-0.0622721872519719	0.451575318858726	1	0.773790667608841	0.717679826687608	0.975967323884715	-0.163241745088477	0.776228506166005	0.0619817975819137	0.721248660220935	0.74541142685913	-0.101442168348643	0.518472584922756	0.28096837685874	0.694523471266869	0.525243573529147	-0.53920515504439	-0.135969727560289	-0.176040943444796	-0.1912149621025	-0.116918624726333	-0.206370863319017	0.0374105515446059	-0.208997395076953	-0.138324013064382	-0.0992030373422779	-0.0315358787898793	-0.444766981873807	0.0186652511254579	-0.286934210309501	-0.360529244955427	0.481276504841199	0.52032333005913	0.581249516043054	-0.383633088971703	-0.568745939744226	-0.340108535976471	-0.436157201639129	-0.371739916313728	-0.35305643764548	-0.469362537929957	0.698641525482994	0.745865495402328
